firm_name_fda,normalized_name,source,n_records,match_status,n_gvkey_candidates,gvkey,company_name_compustat,sic,costat,cik,cross_entity_family
STRYKER INSTRUMENTS-INAGI (MDR),STRYKER INSTRUMENTS INAGI MDR,part803_maude,19,unmatched,,,,,,,
"STRYKER BERTEC MEDICAL, INC.",STRYKER BERTEC MEDICAL,part803_maude,19,unmatched,,,,,,,
SIEMENS AG MEDICAL SOLUTIONS,SIEMENS MEDICAL SOLUTIONS,part803_maude,19,unmatched,,,,,,,
BOSTON SCIENTIFIC EP,BOSTON SCIENTIFIC EP,part803_maude,19,unmatched,,,,,,,
"Alphatec Spine, Inc.",ALPHATEC SPINE,part806_recall,19,unmatched,,,,,,,
Spacelabs Healthcare Inc,SPACELABS HEALTHCARE,part806_recall,19,unmatched,,,,,,,
"Deerfield Imaging, Inc.",DEERFIELD IMAGING,part806_recall,19,unmatched,,,,,,,
Applied Medical Technology Inc,APPLIED MEDICAL TECHNOLOGY,part806_recall,19,unmatched,,,,,,,
Ventlab Corporation,VENTLAB,part806_recall,19,unmatched,,,,,,,
SURGIFY MEDICAL OY Otakaari 5 I Espoo Finland,SURGIFY MEDICAL OTAKAARI 5 I ESPOO FINLAND,part806_recall,19,unmatched,,,,,,,
SMITH & NEPHEW ENDOSCOPY MANSFIELD MANUFACTURING,SMITH AND NEPHEW ENDOSCOPY MANSFIELD MANUFACTURING,part803_maude,19,unmatched,,,,,,,
SMITH & NEPHEW INC MANSFIELD MANUFACTURING SITE,SMITH AND NEPHEW MANSFIELD MANUFACTURING SITE,part803_maude,19,unmatched,,,,,,,
COVIDIEN LP (BOULDER),COVIDIEN BOULDER,part803_maude,19,unmatched,,,,,,,
FUJIFILM Healthcare Americas Corporation,FUJIFILM HEALTHCARE AMERICAS,part806_recall,19,unmatched,,,,,,,
"BOSTON SCIENTIFIC CORPORATION, IRELAND, LTD",BOSTON SCIENTIFIC IRELAND,part803_maude,19,unmatched,,,,,,,
"WalkMed Infusion, LLC",WALKMED INFUSION,part806_recall,19,unmatched,,,,,,,
COVIDIEN IRVINE,COVIDIEN IRVINE,part803_maude,19,unmatched,,,,,,,
"MEDTRONIC, INC. CARDIAC RHYTHM MANAGEMENT",MEDTRONIC CARDIAC RHYTHM MANAGEMENT,part803_maude,19,unmatched,,,,,,,
COVIDIEN MANUFACTURING,COVIDIEN MANUFACTURING,part803_maude,19,unmatched,,,,,,,
COVIDIEN AG NELLCOR,COVIDIEN NELLCOR,part803_maude,19,unmatched,,,,,,,
CONMED LINVATEC BIOMATERIALS,CONMED LINVATEC BIOMATERIALS,part803_maude,19,unmatched,,,,,,,
BIOPSYBELL S.R.L. Via Aldo Manuzio N. 24 Via A.Manuzio n.24 Mirandola Italy,BIOPSYBELL S R L VIA ALDO MANUZIO N 24 VIA A MANUZIO N 24 MIRANDOLA ITALY,part806_recall,19,unmatched,,,,,,,
"OriGen Biomedical, Inc.",ORIGEN BIOMEDICAL,part806_recall,19,unmatched,,,,,,,
STRYKER-SPINE,STRYKER SPINE,part803_maude,19,unmatched,,,,,,,
SANOFI-AVENTIS U.S. LLC,SANOFI AVENTIS U S,part803_maude,19,unmatched,,,,,,,
"COVIDIEN, FORMELRY USSC",COVIDIEN FORMELRY USSC,part803_maude,19,unmatched,,,,,,,
"Defibtech, LLC",DEFIBTECH,part806_recall,18,unmatched,,,,,,,
Edan Diagnostics,EDAN DIAGNOSTICS,part806_recall,18,unmatched,,,,,,,
THORATEC LABORATORIES CORPORATION,THORATEC LABORATORIES,part803_maude,18,unmatched,,,,,,,
"C.R. BARD, INC. (GLEN FALLS)",C R BARD GLEN FALLS,part803_maude,18,unmatched,,,,,,,
CONMED CORPORTATION,CONMED CORPORTATION,part803_maude,18,unmatched,,,,,,,
"Genicon, Inc.",GENICON,part806_recall,18,unmatched,,,,,,,
Olympus America Inc.,OLYMPUS AMERICA,part806_recall,18,unmatched,,,,,,,
Synovis Surgical Inovation Div. of,SYNOVIS SURGICAL INOVATION DIV OF,part806_recall,18,unmatched,,,,,,,
I.T.S. GmbH Autal 28 Lasnitzhohe Austria,I T S AUTAL 28 LASNITZHOHE AUSTRIA,part806_recall,18,unmatched,,,,,,,
Remington Medical Inc.,REMINGTON MEDICAL,part806_recall,18,unmatched,,,,,,,
"JOHNSON AND JOHNSON PROFESSIONALS, INC.",JOHNSON AND JOHNSON PROFESSIONALS,part803_maude,18,unmatched,,,,,,,
"Exact Medical Manufacturing, Inc.",EXACT MEDICAL MANUFACTURING,part806_recall,18,unmatched,,,,,,,
"CORDIS, A JOHNSON AND JOHNSON CO",CORDIS A JOHNSON AND JOHNSON,part803_maude,18,unmatched,,,,,,,
"Custom Medical Specialties, Inc.",CUSTOM MEDICAL SPECIALTIES,part806_recall,18,unmatched,,,,,,,
"SunMed Holdings, LLC",SUNMED,part806_recall,18,unmatched,,,,,,,
"AMO Puerto Rico Manufacturing, Inc.",AMO PUERTO RICO MANUFACTURING,part806_recall,18,unmatched,,,,,,,
STRYKER ORTHOBIOLOGICS,STRYKER ORTHOBIOLOGICS,part803_maude,18,unmatched,,,,,,,
Pacific Medical Group Inc.,PACIFIC MEDICAL,part806_recall,18,unmatched,,,,,,,
STRYKER LEIBINGER-FREIBURG,STRYKER LEIBINGER FREIBURG,part803_maude,18,unmatched,,,,,,,
Nidek Inc,NIDEK,part806_recall,18,unmatched,,,,,,,
"Stanley Security Solutions, Inc.",STANLEY SECURITY SOLUTIONS,part806_recall,18,unmatched,,,,,,,
"DEPUY ORTHOPAEDICS, INC. DEPUY RAYNHAM",DEPUY ORTHOPAEDICS DEPUY RAYNHAM,part803_maude,18,unmatched,,,,,,,
"Genzyme Corporation, A Sanofi Company 175F New Boston",GENZYME A SANOFI 175F NEW BOSTON,part806_recall,18,unmatched,,,,,,,
"SMITH AND NEPHEW RICHARDS, INC.",SMITH AND NEPHEW RICHARDS,part803_maude,18,unmatched,,,,,,,
"Tournier, Inc.",TOURNIER,part806_recall,18,unmatched,,,,,,,
TriMed Inc.,TRIMED,part806_recall,18,unmatched,,,,,,,
BioCheck Inc,BIOCHECK,part806_recall,18,unmatched,,,,,,,
"SMITH & NEPHEW INC., ORTHOPAEDIC DIV",SMITH AND NEPHEW ORTHOPAEDIC DIV,part803_maude,18,unmatched,,,,,,,
Vance Products Incorporated,VANCE PRODUCTS,part806_recall,18,unmatched,,,,,,,
"Verathon, Inc.",VERATHON,part806_recall,18,unmatched,,,,,,,
"SIEMENS HEALTHCARE GMBH, ADVANCED THERAPIES",SIEMENS HEALTHCARE ADVANCED THERAPIES,part803_maude,18,unmatched,,,,,,,
SIEMENS HEALTHCARE DIAGONISTICS INC.,SIEMENS HEALTHCARE DIAGONISTICS,part803_maude,18,unmatched,,,,,,,
SIEMENS ELEMA AB/LIFE SUPPORT SYSTEMS DIV,SIEMENS ELEMA LIFE SUPPORT SYSTEMS DIV,part803_maude,18,unmatched,,,,,,,
SIEMENS ELEMA AB LIFE SUPPORT SYSTEMS DIV.,SIEMENS ELEMA LIFE SUPPORT SYSTEMS DIV,part803_maude,18,unmatched,,,,,,,
3M Healthcare Business,3M HEALTHCARE BUSINESS,part806_recall,18,unmatched,,,,,,,
PROCTER & GAMBLE MANUFACTURING CO,PROCTER AND GAMBLE MANUFACTURING,part803_maude,18,unmatched,,,,,,,
"JOHNSON & JOHNSON CONSUMER PRODUCTS, INC.",JOHNSON AND JOHNSON CONSUMER PRODUCTS,part803_maude,18,unmatched,,,,,,,
NOAH MEDICAL CORP,NOAH MEDICAL,part803_maude,18,unmatched,,,,,,,
American Contract Systems Inc.,AMERICAN CONTRACT SYSTEMS,part806_recall,18,unmatched,,,,,,,
NATUS MEDICAL DENMARK APS,NATUS MEDICAL DENMARK APS,part803_maude,18,unmatched,,,,,,,
MINIMED TECHNOLOGIES,MINIMED TECHNOLOGIES,part803_maude,18,unmatched,,,,,,,
"MEDTRONIC PUERTO RICO, INC",MEDTRONIC PUERTO RICO,part803_maude,18,unmatched,,,,,,,
MENTOR CORP-MINNESOTA DIV,MENTOR MINNESOTA DIV,part803_maude,18,unmatched,,,,,,,
Cell Marque Corporation,CELL MARQUE,part806_recall,18,unmatched,,,,,,,
BOSTON SCIENTIFIC CORP. NEUROVASCULAR DIV.,BOSTON SCIENTIFIC NEUROVASCULAR DIV,part803_maude,18,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMDULATION,ST JUDE MEDICAL NEUROMDULATION,part803_maude,18,unmatched,,,,,,,
ST JUDE MEDICAL - NEUROMODULATION SYSTEMS,ST JUDE MEDICAL NEUROMODULATION SYSTEMS,part803_maude,17,unmatched,,,,,,,
Abbott Gmbh & Co. KG Max-Planck-Ring 2 65205 Wiesbaden Germany,ABBOTT AND KG MAX PLANCK RING 2 65205 WIESBADEN GERMANY,part806_recall,17,unmatched,,,,,,,
Abbott Medical Optics Inc. (AMO),ABBOTT MEDICAL OPTICS AMO,part806_recall,17,unmatched,,,,,,,
"BOSTON SCIENTIFIC CORP., SCIMED DIV",BOSTON SCIENTIFIC SCIMED DIV,part803_maude,17,unmatched,,,,,,,
Civco Medical Instruments Inc,CIVCO MEDICAL INSTRUMENTS,part806_recall,17,unmatched,,,,,,,
"MEDLINE INDUSTRIES, LP - MEXICALI",MEDLINE INDUSTRIES MEXICALI,part803_maude,17,unmatched,,,,,,,
MEDTRONIC NAVIGATION INC,MEDTRONIC NAVIGATION,part803_maude,17,unmatched,,,,,,,
BOSTON SCIENTIFIC NEUROMODULATION CORPORTION,BOSTON SCIENTIFIC NEUROMODULATION CORPORTION,part803_maude,17,unmatched,,,,,,,
"C.R. BARD, INC. (MONCKS)",C R BARD MONCKS,part803_maude,17,unmatched,,,,,,,
"Horiba Instruments, Inc dba Horiba Medical",HORIBA INSTRUMENTS HORIBA MEDICAL,part806_recall,17,unmatched,,,,,,,
Thomas Medical Products Inc,THOMAS MEDICAL PRODUCTS,part806_recall,17,unmatched,,,,,,,
"SIEMENS MEDICAL SYSTEMS, INC. NMG GROUP",SIEMENS MEDICAL SYSTEMS NMG,part803_maude,17,unmatched,,,,,,,
MEDTRONIC CARDIOPULMONARY DIV.,MEDTRONIC CARDIOPULMONARY DIV,part803_maude,17,unmatched,,,,,,,
JOHNSON & JOHNSON PROFESSIONAL INC,JOHNSON AND JOHNSON PROFESSIONAL,part803_maude,17,unmatched,,,,,,,
CARDINAL HEALTH MALTA 212 LTD,CARDINAL HEALTH MALTA 212,part803_maude,17,unmatched,,,,,,,
CONMED CHIHUAHUA,CONMED CHIHUAHUA,part803_maude,17,unmatched,,,,,,,
MCKESSON MEDICAL SURGICAL INC.,MCKESSON MEDICAL SURGICAL,part803_maude,17,unmatched,,,,,,,
"Datex-Ohmeda, Inc.",DATEX OHMEDA,part806_recall,17,unmatched,,,,,,,
Abbott Molecular,ABBOTT MOLECULAR,part806_recall,17,unmatched,,,,,,,
"Orthovita, Inc., dBA Stryker Orthobiologics.",ORTHOVITA STRYKER ORTHOBIOLOGICS,part806_recall,17,unmatched,,,,,,,
Abbott Vascular-Cardiac Therapies dba Guidant Corporation,ABBOTT VASCULAR CARDIAC THERAPIES GUIDANT,part806_recall,17,unmatched,,,,,,,
Ad-Tech Medical Instrument Corporation,AD TECH MEDICAL INSTRUMENT,part806_recall,17,unmatched,,,,,,,
Plus Orthopedics USA,PLUS ORTHOPEDICS,part806_recall,17,unmatched,,,,,,,
MANNKIND CORPORATION  - V-GO,MANNKIND V GO,part803_maude,17,unmatched,,,,,,,
Premier Dental Products Co,PREMIER DENTAL PRODUCTS,part806_recall,17,unmatched,,,,,,,
"HOSPIRA INC., HOSPITAL PRODUCTS DIVISION",HOSPIRA HOSPITAL PRODUCTS DIVISION,part803_maude,17,unmatched,,,,,,,
VARIAN MEDICAL SYSTEMS FINLAND OY,VARIAN MEDICAL SYSTEMS FINLAND,part803_maude,17,unmatched,,,,,,,
"MEDTRONIC PUERTO RICO OPERATIONS CO., HUMACAO",MEDTRONIC PUERTO RICO OPERATIONS HUMACAO,part803_maude,17,unmatched,,,,,,,
"PHILIPS /RESPIRONICS, INC.",PHILIPS RESPIRONICS,part803_maude,17,unmatched,,,,,,,
Welch Allyn Inc,WELCH ALLYN,part806_recall,17,unmatched,,,,,,,
"COVIDIEN LP, FORMERLY US",COVIDIEN FORMERLY,part803_maude,17,unmatched,,,,,,,
"AMO Manufacturing USA, LLC",AMO MANUFACTURING,part806_recall,17,unmatched,,,,,,,
"TEI Biosciences, Inc.",TEI BIOSCIENCES,part806_recall,17,unmatched,,,,,,,
CORDIS EUROPA N.V.(RODEN),CORDIS EUROPA N V RODEN,part803_maude,17,unmatched,,,,,,,
"COVIDIEN, FORMELRY NELLCOR",COVIDIEN FORMELRY NELLCOR,part803_maude,17,unmatched,,,,,,,
"SIEMENS-ELEMA AB, LIFE SUPPORT SYSTEMS DIV.",SIEMENS ELEMA LIFE SUPPORT SYSTEMS DIV,part803_maude,17,unmatched,,,,,,,
STRYKER ORHOPAEDICS - MAHWAH,STRYKER ORHOPAEDICS MAHWAH,part803_maude,17,unmatched,,,,,,,
"ALCON - LENSX LASERS, INC",ALCON LENSX LASERS,part803_maude,17,unmatched,,,,,,,
Karl Storz Endoscopy America Inc,KARL STORZ ENDOSCOPY AMERICA,part806_recall,17,unmatched,,,,,,,
ST JUDE MEDICAL -NEUROMODULATION,ST JUDE MEDICAL NEUROMODULATION,part803_maude,17,unmatched,,,,,,,
CONVATEC DOM. REPUBLIC INC,CONVATEC DOM REPUBLIC,part803_maude,17,unmatched,,,,,,,
STRYKER IMAGING,STRYKER IMAGING,part803_maude,17,unmatched,,,,,,,
CONMED MEXICO,CONMED MEXICO,part803_maude,17,unmatched,,,,,,,
"JOHNSON & JOHNSON MEDICAL, INC. SDN. BHD.",JOHNSON AND JOHNSON MEDICAL SDN BHD,part803_maude,17,unmatched,,,,,,,
STRYKER IRELAND OSTEONICS,STRYKER IRELAND OSTEONICS,part803_maude,17,unmatched,,,,,,,
"Kinetic Concepts, Inc",KINETIC CONCEPTS,part806_recall,17,unmatched,,,,,,,
"Bard Access Systems, Inc",BARD ACCESS SYSTEMS,part806_recall,16,unmatched,,,,,,,
BIOMET UK LIMITED,BIOMET UK,part803_maude,16,unmatched,,,,,,,
Abbott Spine,ABBOTT SPINE,part806_recall,16,unmatched,,,,,,,
NOVO NORDISK A/S - DEVICE MANUFACTURING AND SOURCI,NOVO NORDISK A S DEVICE MANUFACTURING AND SOURCI,part803_maude,16,unmatched,,,,,,,
STRYKER OSTEOSYNTHESIS FRIEBURG,STRYKER OSTEOSYNTHESIS FRIEBURG,part803_maude,16,unmatched,,,,,,,
Cook Endoscopy,COOK ENDOSCOPY,part806_recall,16,unmatched,,,,,,,
"Onkos Surgical, Inc.",ONKOS SURGICAL,part806_recall,16,unmatched,,,,,,,
COVIDIEN LP LLC NORTH HAVEN - MFG,COVIDIEN NORTH HAVEN MFG,part803_maude,16,unmatched,,,,,,,
Westmed Inc,WESTMED,part806_recall,16,unmatched,,,,,,,
"CORDIS, JOHNSON & JOHNSON CO.",CORDIS JOHNSON AND JOHNSON,part803_maude,16,unmatched,,,,,,,
"Edwards Lifesciences Research Medical, Inc.",EDWARDS LIFESCIENCES RESEARCH MEDICAL,part806_recall,16,unmatched,,,,,,,
"Welch Allyn Protocol, Inc",WELCH ALLYN PROTOCOL,part806_recall,16,unmatched,,,,,,,
FRESENIUS MEDICAL CARE - NORTH AMERICA,FRESENIUS MEDICAL CARE NORTH AMERICA,part803_maude,16,unmatched,,,,,,,
Keystone Dental Inc,KEYSTONE DENTAL,part806_recall,16,unmatched,,,,,,,
BIOMET SPAIN S.L.,BIOMET SPAIN S L,part803_maude,16,unmatched,,,,,,,
"STRYKER OSTEOSYNTHESIS SELZACH, STRYKER OSTEOSYNTHESIS",STRYKER OSTEOSYNTHESIS SELZACH STRYKER OSTEOSYNTHESIS,part803_maude,16,unmatched,,,,,,,
"ST. JUDE MEDICAL,INC., CRMD",ST JUDE MEDICAL CRMD,part803_maude,16,unmatched,,,,,,,
"Cook Biotech, Inc.",COOK BIOTECH,part806_recall,16,unmatched,,,,,,,
"MEDLINE INDUSTRIES, LP - EXCELSIOR",MEDLINE INDUSTRIES EXCELSIOR,part803_maude,16,unmatched,,,,,,,
STRYKER CORPORATION / MEDICAL DIVISION,STRYKER MEDICAL DIVISION,part803_maude,16,unmatched,,,,,,,
MENTOR TEXAS INC.,MENTOR TEXAS,part803_maude,16,unmatched,,,,,,,
Alcon Research LLC,ALCON RESEARCH,part806_recall,16,unmatched,,,,,,,
"BOSTON SCIENTIFIC CORP., NEUROVASCULAR",BOSTON SCIENTIFIC NEUROVASCULAR,part803_maude,16,unmatched,,,,,,,
BECKMAN COULTER K.K.,BECKMAN COULTER K K,part803_maude,16,unmatched,,,,,,,
INVACARE CORPORATION - PATIENT AIDS MANUFACTURING,INVACARE PATIENT AIDS MANUFACTURING,part803_maude,16,unmatched,,,,,,,
"ST. JUDE MEDICAL PUERTO RICO, INC (CS)",ST JUDE MEDICAL PUERTO RICO CS,part803_maude,16,unmatched,,,,,,,
COVIDIEN - PLYMOUTH,COVIDIEN PLYMOUTH,part803_maude,16,unmatched,,,,,,,
Zyno Medical LLC,ZYNO MEDICAL,part806_recall,16,unmatched,,,,,,,
COVIDIEN FORMERLY NELLCOR PURITAN BENNETT IRELAND,COVIDIEN FORMERLY NELLCOR PURITAN BENNETT IRELAND,part803_maude,16,unmatched,,,,,,,
COVIDIEN FORMERLY NELLCOR PURITAN,COVIDIEN FORMERLY NELLCOR PURITAN,part803_maude,16,unmatched,,,,,,,
Ormco/Sybronendo,ORMCO SYBRONENDO,part806_recall,16,unmatched,,,,,,,
"Unomedical, Inc",UNOMEDICAL,part806_recall,16,unmatched,,,,,,,
Flower Orthopedics Corporation,FLOWER ORTHOPEDICS,part806_recall,16,unmatched,,,,,,,
PHILIPS RESPIRONICS / RESPIRONICS INC.,PHILIPS RESPIRONICS RESPIRONICS,part803_maude,16,unmatched,,,,,,,
ST. JUDE MEDICAL BRASIL LTDA,ST JUDE MEDICAL BRASIL LTDA,part803_maude,16,unmatched,,,,,,,
"STRYKER COMMUNICATIONS, INC.",STRYKER COMMUNICATIONS,part803_maude,16,unmatched,,,,,,,
Maquet Inc.,MAQUET,part806_recall,16,unmatched,,,,,,,
"JOHNSON & JOHNSON MEDICAL, SDN. BHD",JOHNSON AND JOHNSON MEDICAL SDN BHD,part803_maude,16,unmatched,,,,,,,
"BOSTON SCIENTIFIC, NEUROVASCULAR DIV",BOSTON SCIENTIFIC NEUROVASCULAR DIV,part803_maude,16,unmatched,,,,,,,
"ELI LILLY AND COMPANY, PHARMACEUTICAL DELIVERY SYSTEMS",ELI LILLY AND PHARMACEUTICAL DELIVERY SYSTEMS,part803_maude,16,unmatched,,,,,,,
Vitreq Bv Seggelant-Noord 2 Vierpolders Netherlands,VITREQ SEGGELANT NOORD 2 VIERPOLDERS NETHERLANDS,part806_recall,16,unmatched,,,,,,,
"Bard Access Systems, Inc.",BARD ACCESS SYSTEMS,part806_recall,16,unmatched,,,,,,,
MEDTRONIC ATS 3F THERAPEUTICS,MEDTRONIC ATS 3F THERAPEUTICS,part803_maude,16,unmatched,,,,,,,
MEDTRONIC CARDIOPULMONARY-ANAHEIM,MEDTRONIC CARDIOPULMONARY ANAHEIM,part803_maude,16,unmatched,,,,,,,
Biotronik Inc,BIOTRONIK,part806_recall,16,unmatched,,,,,,,
FUJIFILM HEALTHCARE AMERICAS CORPORATION,FUJIFILM HEALTHCARE AMERICAS,part803_maude,16,unmatched,,,,,,,
STRYKER OSTEOSYNTHESIS ¿ KIEL,STRYKER OSTEOSYNTHESIS KIEL,part803_maude,16,unmatched,,,,,,,
MEDTRONIC MIS,MEDTRONIC MIS,part803_maude,16,unmatched,,,,,,,
"QUANTA SYSTEM, SPA",QUANTA SYSTEM,part803_maude,16,unmatched,,,,,,,
Ascent Healthcare Solutions,ASCENT HEALTHCARE SOLUTIONS,part806_recall,16,unmatched,,,,,,,
PROCTER & GAMBLE MFG. GMBH,PROCTER AND GAMBLE MFG,part803_maude,16,unmatched,,,,,,,
Brainlab AG Kapellenstrasse 12 Feldkirchen Germany,BRAINLAB KAPELLENSTRASSE 12 FELDKIRCHEN GERMANY,part806_recall,16,unmatched,,,,,,,
Siemens Medical Solutions Diagnostics,SIEMENS MEDICAL SOLUTIONS DIAGNOSTICS,part806_recall,16,unmatched,,,,,,,
"Magellan Diagnostics, Inc.",MAGELLAN DIAGNOSTICS,part806_recall,16,unmatched,,,,,,,
"SYMMETRY MEDICAL MANUFACTURING, INC.",SYMMETRY MEDICAL MANUFACTURING,part803_maude,16,unmatched,,,,,,,
"SIEMENS MEDICAL SOLUTIONS USA, INC. MI GROUP",SIEMENS MEDICAL SOLUTIONS MI,part803_maude,16,unmatched,,,,,,,
MEDTRONIC EP SYSTEMS,MEDTRONIC EP SYSTEMS,part803_maude,16,unmatched,,,,,,,
INVACARE CORP.-MANUFACTURING FACILITY,INVACARE MANUFACTURING FACILITY,part803_maude,16,unmatched,,,,,,,
"BOSTON SCIENTIFIC, NEUROVASCULAR DIV.",BOSTON SCIENTIFIC NEUROVASCULAR DIV,part803_maude,16,unmatched,,,,,,,
"JOHNSON & JOHNSON MEDICAL, MFG, SDN.BHD",JOHNSON AND JOHNSON MEDICAL MFG SDN BHD,part803_maude,15,unmatched,,,,,,,
JOHNSON & JOHNSON MEDICAL - SOUTHINGTON,JOHNSON AND JOHNSON MEDICAL SOUTHINGTON,part803_maude,15,unmatched,,,,,,,
MCKESSON TECHNOLOGIES INC.,MCKESSON TECHNOLOGIES,part803_maude,15,unmatched,,,,,,,
ALPHATEC SPINE,ALPHATEC SPINE,part803_maude,15,unmatched,,,,,,,
General Electric Medical Systems Information Technology,GENERAL ELECTRIC MEDICAL SYSTEMS INFORMATION TECHNOLOGY,part806_recall,15,unmatched,,,,,,,
CORDIS NEUROVASCULAR/CNV,CORDIS NEUROVASCULAR CNV,part803_maude,15,unmatched,,,,,,,
KIMBERLY-CLARK CORPORATION- CONWAY,KIMBERLY CLARK CONWAY,part803_maude,15,unmatched,,,,,,,
BOSTON SCIENTIFIC CORP NEUROVASCULAR DIV,BOSTON SCIENTIFIC NEUROVASCULAR DIV,part803_maude,15,unmatched,,,,,,,
BIOMET SPINE LLC,BIOMET SPINE,part803_maude,15,unmatched,,,,,,,
"MEDTRONIC PUERTO RICO OPERATIONS, MED-REL",MEDTRONIC PUERTO RICO OPERATIONS MED REL,part803_maude,15,unmatched,,,,,,,
Nextremity Solutions,NEXTREMITY SOLUTIONS,part806_recall,15,unmatched,,,,,,,
Maquet Datascope Corp Cardiac Assist Division,MAQUET DATASCOPE CARDIAC ASSIST DIVISION,part806_recall,15,unmatched,,,,,,,
"GE MEDICAL SYSTEMS ISRAEL, FUNCTIONAL IMAGING 9, Andrey Sakharov Haifa Israel",GE MEDICAL SYSTEMS ISRAEL FUNCTIONAL IMAGING 9 ANDREY SAKHAROV HAIFA ISRAEL,part806_recall,15,unmatched,,,,,,,
"ALERE SAN DIEGO, INCORPORATED",ALERE SAN DIEGO,part803_maude,15,unmatched,,,,,,,
Ge Healthcare It,GE HEALTHCARE IT,part806_recall,15,unmatched,,,,,,,
"JOHNSON & JOHNSON MEDICAL, INC. SDN.BHD.",JOHNSON AND JOHNSON MEDICAL SDN BHD,part803_maude,15,unmatched,,,,,,,
ST. JUDE MEDICAL ¿ NEUROMODULATION DIVISION,ST JUDE MEDICAL NEUROMODULATION DIVISION,part803_maude,15,unmatched,,,,,,,
PHILIPS/RESPIRONICS,PHILIPS RESPIRONICS,part803_maude,15,unmatched,,,,,,,
ST JUDE MEDICAL SYSTEMS AB,ST JUDE MEDICAL SYSTEMS,part803_maude,15,unmatched,,,,,,,
ST. JUDE MEDICAL/ABBOTT LABORATORIES,ST JUDE MEDICAL ABBOTT LABORATORIES,part803_maude,15,unmatched,,,,,,,
ST. JUDE MEDICAL - NEUROMDOULATION,ST JUDE MEDICAL NEUROMDOULATION,part803_maude,15,unmatched,,,,,,,
SIEMENS HEALTHCARE GMBH- MR,SIEMENS HEALTHCARE MR,part803_maude,15,unmatched,,,,,,,
"Osteomed, LLC",OSTEOMED,part806_recall,15,unmatched,,,,,,,
AM2 PAT INC,AM2 PAT,part806_recall,15,unmatched,,,,,,,
ST. JUDE MEDICAL (AF-MINNETONKA),ST JUDE MEDICAL AF MINNETONKA,part803_maude,15,unmatched,,,,,,,
SMITH & NEPHEW ANDOVER MANUFACTURING SITE,SMITH AND NEPHEW ANDOVER MANUFACTURING SITE,part803_maude,15,unmatched,,,,,,,
United States Surgical,UNITED STATES SURGICAL,part806_recall,15,unmatched,,,,,,,
"ST JUDE MEDICAL, DAIG DIVISION",ST JUDE MEDICAL DAIG DIVISION,part803_maude,15,unmatched,,,,,,,
"CARDINAL HEALTH 203 / PULMONETIC SYSTEMS, INC.",CARDINAL HEALTH 203 PULMONETIC SYSTEMS,part803_maude,15,unmatched,,,,,,,
FRESENIUS KABI,FRESENIUS KABI,part803_maude,15,unmatched,,,,,,,
Bovie Medical Corporation,BOVIE MEDICAL,part806_recall,15,unmatched,,,,,,,
"CIVCO Medical Instruments Co., Inc.",CIVCO MEDICAL INSTRUMENTS,part806_recall,15,unmatched,,,,,,,
"Cardiac Assist, Inc",CARDIAC ASSIST,part806_recall,15,unmatched,,,,,,,
"SMITH & NEPHEW, INC., ENDOSCOPY DIVIS",SMITH AND NEPHEW ENDOSCOPY DIVIS,part803_maude,15,unmatched,,,,,,,
"Conmed Endoscopic Technologies, Inc.",CONMED ENDOSCOPIC TECHNOLOGIES,part806_recall,15,unmatched,,,,,,,
SMITH AND NEPHEW RICHARDS,SMITH AND NEPHEW RICHARDS,part803_maude,15,unmatched,,,,,,,
SMITH&NEPHEW - GERMANY,SMITH AND NEPHEW GERMANY,part803_maude,15,unmatched,,,,,,,
"DEPUY ORTHOPAEDICS, INC. 8010379",DEPUY ORTHOPAEDICS 8010379,part803_maude,15,unmatched,,,,,,,
STRYKER CORP. DBA GAYMAR,STRYKER GAYMAR,part803_maude,15,unmatched,,,,,,,
SMITH&NEPHEW -SWITZERLAND,SMITH AND NEPHEW SWITZERLAND,part803_maude,15,unmatched,,,,,,,
"FUJIFILM OPTICS CO., LTD. MITO FACTORY",FUJIFILM OPTICS MITO FACTORY,part803_maude,15,unmatched,,,,,,,
SIEMENS HEALTHCARE DIAGNOSTICS MANUFACTURING LTD.,SIEMENS HEALTHCARE DIAGNOSTICS MANUFACTURING,part803_maude,15,unmatched,,,,,,,
STRYKER TRAUMA GENEVA,STRYKER TRAUMA GENEVA,part803_maude,15,unmatched,,,,,,,
"DEPUY ORTHOPAEDICS, DEPUY CORK",DEPUY ORTHOPAEDICS DEPUY CORK,part803_maude,15,unmatched,,,,,,,
INVACARE CORP. - PATIENT AIDS MANUFACTURING,INVACARE PATIENT AIDS MANUFACTURING,part803_maude,15,unmatched,,,,,,,
COVIDIEN FORMERLY TISSUE SCIENCE LAB,COVIDIEN FORMERLY TISSUE SCIENCE LAB,part803_maude,15,unmatched,,,,,,,
Zimmer Orthopaedic Surgical Products,ZIMMER ORTHOPAEDIC SURGICAL PRODUCTS,part806_recall,15,unmatched,,,,,,,
BIOMET BIOLOGICS,BIOMET BIOLOGICS,part803_maude,15,unmatched,,,,,,,
Ziehm Imaging Inc,ZIEHM IMAGING,part806_recall,15,unmatched,,,,,,,
ICU MEDICAL COSTA RICA LTD,ICU MEDICAL COSTA RICA,part803_maude,15,unmatched,,,,,,,
Quidel Corporation,QUIDEL,part806_recall,15,unmatched,,,,,,,
Telefelx Medical,TELEFELX MEDICAL,part806_recall,15,unmatched,,,,,,,
