company_name_fda,normalized_name,match_status,gvkey,company_name_compustat,n_gvkey_candidates,review_suggested,n_letters,first_letter_date,last_letter_date,any_device_letter,any_drug_letter,any_biologic_letter,any_medtech_pharma,product_types,match_source,valid_from_year,valid_to_year,match_note
Envoy Medical Corporation,ENVOY MEDICAL,matched,038030,ENVOY MEDICAL INC,1,False,1,2025-11-13,2025-11-13,True,False,False,True,Devices,exact_normalized,1900,2099,
Evenflo Co Inc,EVENFLO,matched,146214,EVENFLO INC,1,False,1,2009-08-25,2009-08-25,True,False,False,True,Devices,exact_normalized,1900,2099,
Evoqua Water Technologies LLC,EVOQUA WATER TECHNOLOGIES,matched,032610,EVOQUA WATER TECH,1,False,1,2014-04-17,2014-04-17,True,False,False,True,Devices,exact_normalized,1900,2099,
"Exactech, Inc.",EXACTECH,matched,062948,EXACTECH INC,1,False,1,2024-01-19,2024-01-19,True,False,False,True,Devices,exact_normalized,1900,2099,
"EyePoint US, Inc.",EYEPOINT,matched,253527,EYEPOINT INC,1,False,1,2024-07-12,2024-07-12,False,True,False,True,Drugs,exact_normalized,1900,2099,
"F Care Systems USA, LLC",F CARE SYSTEMS,resolved_unlisted_parent,,,1,False,1,2012-06-12,2012-06-12,True,False,False,True,Devices,ct_override_windowed,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED
"Fresenius Kabi USA, LLC",FRESENIUS KABI,matched,003849,FRESENIUS USA INC,1,False,2,2012-02-22,2024-01-04,True,True,False,True,Devices; Drugs,ct_dropped_device,1900,2099,CT device-sponsor list (conm: FRESENIUS USA INC)
"Fresenius Medical Care Renal Therapies Group, LLC",FRESENIUS MEDICAL CARE RENAL THERAPIES,matched,212782,FRESENIUS MEDICAL CARE AG,1,True,3,2010-09-15,2023-12-04,True,False,False,True,Devices,parent_prefix,1900,2099,parent prefix: FRESENIUS MEDICAL CARE
Fresenius SE & Co. KGaA,FRESENIUS SE AND KGAA,matched,202305,FRESENIUS SE & CO KGAA,1,False,2,2011-01-28,2011-04-06,True,False,False,True,Devices,exact_normalized,1900,2099,
Fujifilm Corporation,FUJIFILM,matched,004925,FUJIFILM HLDGS CORP,1,False,1,2018-03-09,2018-03-09,True,False,False,True,Devices,exact_normalized,1900,2099,
"Galena Biopharma, Inc.",GALENA BIOPHARMA,matched,179605,GALENA BIOPHARMA INC,1,False,1,2015-04-03,2015-04-03,False,True,False,True,Drugs,exact_normalized,1900,2099,
General Medical Company,GENERAL MEDICAL,matched,005067,GENERAL MEDICAL CORP,1,False,1,2016-06-02,2016-06-02,True,False,False,True,Devices,exact_normalized,1900,2099,
"General Mills, Inc",GENERAL MILLS,matched,005071,GENERAL MILLS INC,1,False,1,2009-05-05,2009-05-05,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
Genesis,GENESIS,matched,007515,GENESIS WORLDWIDE INC-OLD,1,False,1,2026-02-20,2026-02-20,False,True,False,True,Drugs,ct_dropped_device,1900,2099,CT device-sponsor list (conm: GENESIS WORLDWIDE INC-OLD)
"Gentuity, LLC",GENTUITY,resolved_unlisted_parent,,,1,False,1,2026-07-02,2026-07-02,True,False,False,True,Devices,ct_override_windowed,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 137357 (GENUITY INC) flagged unreliable; no manual rescue available -- left UNMAPPED
Genzyme Corporation,GENZYME,matched,012233,GENZYME CORP,1,False,1,2025-01-15,2025-01-15,False,True,False,True,Drugs,ct_override_windowed,1900,2010,Genzyme standalone
Genzyme Corporation,GENZYME,matched,101204,SANOFI,1,False,1,2025-01-15,2025-01-15,False,True,False,True,Drugs,ct_override_windowed,2011,2099,Sanofi post-Genzyme
"GeoTec, Inc.",GEOTEC,matched,125377,GEOTEC INC,1,False,1,2015-09-30,2015-09-30,True,False,False,True,Devices,exact_normalized,1900,2099,
Gerber Products Company,GERBER PRODUCTS,matched,005141,GERBER PRODUCTS CO,1,False,1,2010-02-22,2010-02-22,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
Gilead Sciences Inc,GILEAD SCIENCES,matched,024856,GILEAD SCIENCES INC,1,False,1,2010-09-21,2010-09-21,False,True,False,True,Drugs,exact_normalized,1900,2099,
"Globus Medical, Inc.",GLOBUS MEDICAL,matched,171002,GLOBUS MEDICAL INC,1,False,2,2013-09-26,2024-07-15,True,False,False,True,Devices,exact_normalized,1900,2099,
Granules India Limited,GRANULES INDIA,matched,257195,GRANULES INDIA LTD,1,False,1,2025-02-26,2025-02-26,False,True,False,True,Drugs,exact_normalized,1900,2099,
Gsk,GSK,matched,005180,GSK PLC,1,False,1,2010-04-19,2010-04-19,False,True,False,True,Drugs,exact_normalized,1900,2099,
Hanover Foods Corporation,HANOVER FOODS,matched,028730,HANOVER FOODS CORP/PA,1,False,2,2010-10-21,2021-03-26,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
"Health-Chem Acquisitions, LLC",HEALTH CHEM ACQUISITIONS,matched,005545,HEALTH-CHEM CORP,1,True,1,2017-12-07,2017-12-07,True,False,False,True,Devices,parent_prefix,1900,2099,parent prefix: HEALTH CHEM
"Heartware, Inc.",HEARTWARE,matched,271794,HEARTWARE INTERNATIONAL INC,1,False,1,2014-06-02,2014-06-02,True,False,False,True,Devices,exact_normalized,1900,2099,
Hill-Rom Inc,HILL ROM,matched,005639,HILL-ROM HOLDINGS INC,1,False,1,2012-03-02,2012-03-02,True,False,False,True,Devices,exact_normalized,1900,2099,
"Hillestad Pharmaceuticals USA, Inc.",HILLESTAD PHARMACEUTICALS,matched,106836,HILLESTAD PHARMACEUTICALS IN,1,False,1,2013-04-17,2013-04-17,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
"Hologic, Inc",HOLOGIC,matched,020904,HOLOGIC INC,1,False,1,2024-12-18,2024-12-18,True,False,False,True,Devices,exact_normalized,1900,2099,
"Hooper Holmes, Inc.",HOOPER HOLMES,matched,005697,HOOPER HOLMES INC,1,False,1,2010-12-22,2010-12-22,True,False,False,True,Devices,exact_normalized,1900,2099,
Horizon Air Industries Inc,HORIZON AIR INDUSTRIES,matched,005701,HORIZON AIR INDUSTRIES INC,1,False,1,2016-05-13,2016-05-13,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
Hospira Inc,HOSPIRA,matched,160255,HOSPIRA INC,1,False,1,2009-08-12,2009-08-12,True,False,False,True,Devices,exact_normalized,1900,2099,
"Hospira, Inc.",HOSPIRA,matched,160255,HOSPIRA INC,1,False,4,2010-04-12,2017-02-14,True,True,False,True,Devices; Drugs,exact_normalized,1900,2099,
ICU Medical Costa Rica Ltd.,ICU MEDICAL COSTA RICA,matched,025110,ICU MEDICAL INC,1,True,1,2012-09-27,2012-09-27,True,False,False,True,Devices,parent_prefix,1900,2099,parent prefix: ICU MEDICAL
ICU Medical Inc.,ICU MEDICAL,matched,025110,ICU MEDICAL INC,1,False,2,2021-10-01,2025-04-04,True,False,False,True,Devices,exact_normalized,1900,2099,
"ICU Medical, Inc.",ICU MEDICAL,matched,025110,ICU MEDICAL INC,1,False,3,2010-04-12,2013-05-09,True,True,False,True,Devices; Drugs,exact_normalized,1900,2099,
ID Biomedical Corporation of Quebec,ID BIOMEDICAL OF QUEBEC,matched,027522,ID BIOMEDICAL CORP,1,True,1,2014-06-12,2014-06-12,False,False,True,True,Biologics,parent_prefix,1900,2099,parent prefix: ID BIOMEDICAL
Illinois Tool Works Inc,ILLINOIS TOOL WORKS,matched,005878,ILLINOIS TOOL WORKS,1,False,1,2016-10-19,2016-10-19,False,True,False,True,Drugs,exact_normalized,1900,2099,
"Impax Laboratories, LLC.",IMPAX LABORATORIES,matched,061745,IMPAX LABORATORIES INC,1,False,1,2011-05-31,2011-05-31,False,True,False,True,Drugs,exact_normalized,1900,2099,
"Instituto Bioclon, S.A. de C.V.",INSTITUTO BIOCLON S A DE C V,resolved_unlisted_parent,,,1,False,1,2014-04-16,2014-04-16,False,False,True,True,Biologics,ct_override_windowed,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 30584 (A S V INC) flagged unreliable; no manual rescue available -- left UNMAPPED
Insulet Corporation,INSULET,matched,177227,INSULET CORP,1,False,1,2015-06-05,2015-06-05,True,False,False,True,Devices,exact_normalized,1900,2099,
Intas Pharmaceuticals Limited,INTAS PHARMACEUTICALS,resolved_unlisted_parent,,,1,False,2,2023-07-28,2023-11-21,False,True,False,True,Drugs,ct_override_windowed,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 138662 (ISTA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED
Intas Pharmaceuticals Ltd.,INTAS PHARMACEUTICALS,resolved_unlisted_parent,,,1,False,1,2026-03-30,2026-03-30,False,True,False,True,Drugs,ct_override_windowed,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 138662 (ISTA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED
Integra LifeSciences Corp. (NeuroSciences),INTEGRA LIFESCIENCES NEUROSCIENCES,matched,061181,INTEGRA LIFESCIENCES HOLDNGS,1,True,1,2024-12-19,2024-12-19,True,False,False,True,Devices,parent_prefix,1900,2099,parent prefix: INTEGRA LIFESCIENCES
Integra LifeSciences Corporation,INTEGRA LIFESCIENCES,matched,061181,INTEGRA LIFESCIENCES HOLDNGS,1,False,2,2011-12-21,2024-12-19,True,False,False,True,Devices,exact_normalized,1900,2099,
"Intuitive Surgical, Inc.",INTUITIVE SURGICAL,matched,136725,INTUITIVE SURGICAL INC,1,False,1,2013-07-16,2013-07-16,True,False,False,True,Devices,exact_normalized,1900,2099,
Invacare Corporation,INVACARE,matched,006158,INVACARE CORP,1,False,2,2010-12-15,2021-11-18,True,False,False,True,Devices,exact_normalized,1900,2099,
Invatec S.p.A.,INVATEC S P A,resolved_unlisted_parent,,,1,False,1,2013-05-06,2013-05-06,True,False,False,True,Devices,ct_override_windowed,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED
J.M. Smucker LLC,J M SMUCKER,matched,009777,SMUCKER (JM) CO,1,False,1,2023-01-24,2023-01-24,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
"Jazz Pharmaceuticals, Inc",JAZZ PHARMACEUTICALS,matched,177287,JAZZ PHARMACEUTICALS PLC,1,True,3,2010-07-06,2012-09-18,False,True,False,True,Drugs,exact_normalized,1900,2099,
"Johnson & Johnson Pharmaceutical Research & Development, LLC",JOHNSON AND JOHNSON PHARMACEUTICAL RESEARCH AND DEVELOPMENT,matched,006266,JOHNSON & JOHNSON,1,True,1,2009-08-10,2009-08-10,False,True,False,True,Drugs,parent_prefix,1900,2099,parent prefix: JOHNSON AND JOHNSON
Johnson & Johnson Ps,JOHNSON AND JOHNSON PS,matched,006266,JOHNSON & JOHNSON,1,True,1,2009-05-12,2009-05-12,False,True,False,True,Drugs,parent_prefix,1900,2099,parent prefix: JOHNSON AND JOHNSON
"Kaleido Biosciences, Inc.",KALEIDO BIOSCIENCES,matched,034640,KALEIDO BIOSCIENCES INC,1,False,1,2021-08-26,2021-08-26,False,True,False,True,Drugs,exact_normalized,1900,2099,
Kenvue Brands LLC,KENVUE BRANDS,matched,041897,KENVUE INC,1,False,3,2010-09-27,2014-06-27,True,True,False,True,Devices; Drugs; Food/Cosmetics,ct_dropped_device,1900,2099,CT device-sponsor list (conm: KENVUE INC)
Kerr Corporation,KERR,matched,006402,KERR GROUP INC,1,False,1,2012-07-17,2012-07-17,True,False,False,True,Devices,exact_normalized,1900,2099,
Kerry Inc,KERRY,matched,100801,KERRY GROUP PLC,1,True,1,2018-07-27,2018-07-27,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
Kerry Inc.,KERRY,matched,100801,KERRY GROUP PLC,1,True,2,2009-11-13,2019-04-02,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
Kimberly-Clark Corporation,KIMBERLY CLARK,matched,006435,KIMBERLY-CLARK CORP,1,False,1,2012-08-08,2012-08-08,True,False,False,True,Devices,exact_normalized,1900,2099,
LCA Vision Inc,LCA VISION,matched,061900,LCA VISION INC,1,False,1,2009-10-30,2009-10-30,True,False,False,True,Devices,exact_normalized,1900,2099,
LCA Vision Inc.,LCA VISION,matched,061900,LCA VISION INC,1,False,2,2009-10-09,2009-10-09,True,False,False,True,Devices,exact_normalized,1900,2099,
LCA Vision Inc/Lasik Plus Vision Center,LCA VISION LASIK PLUS VISION CENTER,matched,061900,LCA VISION INC,1,True,1,2010-02-12,2010-02-12,True,False,False,True,Devices,parent_prefix,1900,2099,parent prefix: LCA VISION
"LCA Vision, Inc",LCA VISION,matched,061900,LCA VISION INC,1,False,1,2009-10-09,2009-10-09,True,False,False,True,Devices,exact_normalized,1900,2099,
LCC Ltd.,LCC,matched,063635,LCC INTERNATIONAL INC  -CL A,1,True,2,2023-08-03,2024-11-22,False,True,False,True,Drugs,exact_normalized,1900,2099,
"Lannett Company, Inc.",LANNETT,matched,022632,LANNETT CO INC,1,False,1,2009-03-30,2009-03-30,False,True,False,True,Drugs,exact_normalized,1900,2099,
Latin Foods Market,LATIN FOODS MARKET,matched,021775,LATIN FOODS INTL INC,1,True,1,2022-10-28,2022-10-28,False,True,False,True,Drugs,parent_prefix,1900,2099,parent prefix: LATIN FOODS
"LeMaitre Vascular, Inc.",LEMAITRE VASCULAR,matched,174390,LEMAITRE VASCULAR INC,1,False,2,2010-05-11,2025-08-11,True,False,False,True,Devices,exact_normalized,1900,2099,
LifeCell Corp,LIFECELL,matched,024982,LIFECELL CORP,1,False,1,2015-06-01,2015-06-01,True,False,False,True,Devices,exact_normalized,1900,2099,
LifeCell Corporation,LIFECELL,matched,024982,LIFECELL CORP,1,False,2,2008-10-10,2011-05-06,True,False,False,True,Devices,exact_normalized,1900,2099,
Lifevantage Corp,LIFEVANTAGE,matched,025027,LIFEVANTAGE CORP,1,False,1,2017-04-17,2017-04-17,False,True,False,True,Drugs; Food/Cosmetics,exact_normalized,1900,2099,
"Lifeway Foods, Inc.",LIFEWAY FOODS,matched,015087,LIFEWAY FOODS INC,1,False,1,2011-02-18,2011-02-18,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
Lincare Inc,LINCARE,matched,025062,LINCARE HOLDINGS INC,1,False,1,2016-04-25,2016-04-25,False,True,False,True,Drugs,exact_normalized,1900,2099,
LivaNova USA Inc.,LIVANOVA,matched,027810,LIVANOVA PLC,1,True,1,2015-12-29,2015-12-29,True,False,False,True,Devices,exact_normalized,1900,2099,
Loreal,LOREAL,matched,100581,LOREAL SA,1,False,1,2015-02-12,2015-02-12,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
Luminex Corporation,LUMINEX,matched,133504,LUMINEX CORP,1,False,3,2009-05-14,2020-06-26,True,False,False,True,Devices,exact_normalized,1900,2099,
MIT,MIT,matched,176745,MIT HOLDING INC,1,False,1,2024-06-21,2024-06-21,False,False,True,True,Biologics,exact_normalized,1900,2099,
Magna Pharmaceuticals Inc,MAGNA PHARMACEUTICALS,matched,013053,MAGNA GROUP INC,1,False,1,2010-02-08,2010-02-08,False,True,False,True,Drugs,ct_dropped_device,1900,2099,CT device-sponsor list (conm: MAGNA GROUP INC)
MannKind Corporation,MANNKIND,matched,160340,MANNKIND CORP,1,False,1,2018-10-05,2018-10-05,False,True,False,True,Drugs,exact_normalized,1900,2099,
Mannatech Inc,MANNATECH,matched,112968,MANNATECH INC,1,False,1,2017-11-14,2017-11-14,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
Market America Inc,MARKET AMERICA,matched,031057,MARKET AMERICA INC,1,False,1,2020-02-12,2020-02-12,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
Masimo Corporation,MASIMO,matched,177881,MASIMO CORP,1,False,1,2014-08-13,2014-08-13,True,False,False,True,Devices,exact_normalized,1900,2099,
"Matrixx Initiatives, Inc.",MATRIXX INITIATIVES,matched,062700,MATRIXX INITIATIVES INC,1,False,2,2009-06-16,2011-06-03,False,True,False,True,Drugs,exact_normalized,1900,2099,
"McGuff Pharmaceuticals, Inc.",MCGUFF PHARMACEUTICALS,resolved_unlisted_parent,,,1,False,2,2010-12-28,2015-11-13,False,True,False,True,Drugs,ct_override_windowed,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED
McKesson,MCKESSON,matched,007171,MCKESSON CORP,1,False,1,2019-02-07,2019-02-07,False,True,False,True,Drugs,exact_normalized,1900,2099,
McKesson Corporation,MCKESSON,matched,007171,MCKESSON CORP,1,False,1,2020-01-29,2020-01-29,False,False,False,False,Veterinary,exact_normalized,1900,2099,
"Measurement Specialties, Inc.",MEASUREMENT SPECIALTIES,matched,012236,MEASUREMENT SPECIALTIES INC,1,False,1,2011-10-12,2011-10-12,True,False,False,True,Devices,exact_normalized,1900,2099,
"MedLine Industries, LP (NAMIC Division)",MEDLINE INDUSTRIES NAMIC DIVISION,matched,007224,MEDLINE INDUSTRIES INC,1,True,1,2026-03-26,2026-03-26,True,False,False,True,Devices,parent_prefix,1900,2099,parent prefix: MEDLINE INDUSTRIES
MedX Health Corp,MEDX HEALTH,matched,164696,MEDX HEALTH CORP,1,False,1,2014-09-11,2014-09-11,True,False,False,True,Devices,exact_normalized,1900,2099,
"Meda Pharmaceuticals, Inc",MEDA PHARMACEUTICALS,resolved_unlisted_parent,,,1,False,1,2009-07-13,2009-07-13,False,True,False,True,Drugs,ct_override_windowed,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 64717 (INMED PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED
Medical Innovations,MEDICAL INNOVATIONS,matched,015852,MEDICAL INNOVATIONS INC,1,False,1,2014-05-12,2014-05-12,True,False,False,True,Devices,exact_normalized,1900,2099,
Medivators Inc,MEDIVATORS,matched,024498,MEDIVATORS INC,1,False,1,2009-07-31,2009-07-31,True,False,False,True,Devices,exact_normalized,1900,2099,
"Medline Industries, LP",MEDLINE INDUSTRIES,matched,007224,MEDLINE INDUSTRIES INC,1,False,4,2010-03-12,2026-05-28,True,True,False,True,Devices; Drugs,exact_normalized,1900,2099,
"Medtronic MiniMed, Inc.",MEDTRONIC MINIMED,matched,061059,MINIMED INC,1,False,2,2013-09-19,2021-12-09,True,False,False,True,Devices,ct_dropped_device,1900,2099,CT device-sponsor list (conm: MINIMED INC)
"Medtronic, Inc.",MEDTRONIC,matched,007228,MEDTRONIC PLC,1,True,2,2009-11-09,2018-07-30,True,False,False,True,Devices,exact_normalized,1900,2099,
Mentor Worldwide LLC,MENTOR WORLDWIDE,matched,007250,MENTOR CORP,1,False,1,2019-03-18,2019-03-18,True,False,False,True,Devices,ct_dropped_device,1900,2099,CT device-sponsor list (conm: MENTOR CORP)
Merck & Co Inc,MERCK AND,matched,007257,MERCK & CO INC,1,False,1,2012-02-17,2012-02-17,False,True,False,True,Drugs,exact_normalized,1900,2099,
Merck & Co. Inc,MERCK AND,matched,007257,MERCK & CO INC,1,False,1,2010-03-12,2010-03-12,False,False,False,False,Veterinary,exact_normalized,1900,2099,
Merck Serono S.p.A.,MERCK SERONO S P A,matched,102045,MERCK SERONO SA,1,True,1,2011-12-15,2011-12-15,False,True,False,True,Drugs,parent_prefix,1900,2099,parent prefix: MERCK SERONO
Merck Serono SA,MERCK SERONO,matched,102045,MERCK SERONO SA,1,False,1,2011-12-15,2011-12-15,False,True,False,True,Drugs,exact_normalized,1900,2099,
Merck Serono SA (Vevey),MERCK SERONO VEVEY,matched,102045,MERCK SERONO SA,1,True,1,2011-12-15,2011-12-15,False,True,False,True,Drugs,parent_prefix,1900,2099,parent prefix: MERCK SERONO
"Merge Healthcare, Inc.",MERGE HEALTHCARE,matched,066630,MERGE HEALTHCARE INC,1,False,1,2015-09-30,2015-09-30,True,False,False,True,Devices,exact_normalized,1900,2099,
"MiMedx Group, Inc.",MIMEDX,matched,178157,MIMEDX GROUP INC,1,False,1,2023-12-20,2023-12-20,False,False,True,True,Biologics,exact_normalized,1900,2099,
Micro Labs Limited,MICRO LABS,matched,107413,MICRO LABS INC,1,True,1,2015-01-09,2015-01-09,False,True,False,True,Drugs,exact_normalized,1900,2099,
Momentum,MOMENTUM,matched,021092,MOMENTUM CORP,1,False,1,2026-06-08,2026-06-08,False,True,False,True,Drugs,exact_normalized,1900,2099,
Moog Inc,MOOG,matched,007549,MOOG INC  -CL A,1,False,1,2011-04-20,2011-04-20,True,False,False,True,Devices,exact_normalized,1900,2099,
Mylan Pharmaceuticals Inc,MYLAN PHARMACEUTICALS,matched,007637,VIATRIS INC,1,False,1,2018-11-09,2018-11-09,False,True,False,True,Drugs,ct_override_windowed,1900,2099,Mylan/Viatris; fixes fuzzy mismatch to AMYLIN PHARMACEUTICALS
NATCO Pharma Limited,NATCO PHARMA,matched,128759,NATCO GROUP INC,1,False,1,2024-04-08,2024-04-08,False,True,False,True,Drugs,ct_dropped_device,1900,2099,CT device-sponsor list (conm: NATCO GROUP INC)
Nature'S Sunshine Products Inc,NATURE S SUNSHINE PRODUCTS,matched,007799,NATURES SUNSHINE PRODS INC,1,False,1,2009-06-05,2009-06-05,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
Natus Medical Incorporated,NATUS MEDICAL,matched,144436,NATUS MEDICAL INC,1,False,1,2015-04-10,2015-04-10,True,False,False,True,Devices,exact_normalized,1900,2099,
Neogen Corporation,NEOGEN,matched,016453,NEOGEN CORP,1,False,1,2016-01-26,2016-01-26,False,False,False,False,Veterinary,exact_normalized,1900,2099,
"Nephros, Inc.",NEPHROS,matched,151423,NEPHROS INC,1,False,1,2015-05-27,2015-05-27,True,False,False,True,Devices,exact_normalized,1900,2099,
Nestle USA,NESTLE,matched,016603,NESTLE SA/AG,1,False,1,2009-12-04,2009-12-04,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
"New England Life Care, Inc. dba Advanced Compounding Solutions",NEW ENGLAND LIFE CARE ADVANCED COMPOUNDING SOLUTIONS,matched,007836,NEW ENGLAND CORP,1,True,1,2023-05-16,2023-05-16,False,True,False,True,Drugs,parent_prefix,1900,2099,parent prefix: NEW ENGLAND
New Generation Wellness Inc.,NEW GENERATION WELLNESS,matched,121318,NEW GENERATION HOLDINGS INC,1,True,1,2010-09-27,2010-09-27,False,True,False,True,Drugs,parent_prefix,1900,2099,parent prefix: NEW GENERATION
Noah Medical Corporation,NOAH MEDICAL,matched,185783,NOAH HOLDINGS LIMITED,1,False,1,2025-04-09,2025-04-09,True,False,False,True,Devices,ct_dropped_device,1900,2099,CT device-sponsor list (conm: NOAH HOLDINGS LIMITED)
"North West Company International, Inc.",NORTH WEST,matched,023994,NORTH WEST CO INC,1,False,1,2011-08-08,2011-08-08,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
Novabay Pharmaceuticals Inc,NOVABAY PHARMACEUTICALS,matched,177228,STABLECOIN DEVELOPMENT CORP,1,False,1,2020-11-02,2020-11-02,False,True,False,True,Drugs,ct_resolved,1900,2099,"CT crosswalk (resolved, score 100)"
"Noven Pharmaceuticals, Inc.",NOVEN PHARMACEUTICALS,matched,014918,NOVEN PHARMACEUTICALS INC,1,False,2,2011-08-25,2016-08-05,False,True,False,True,Drugs,exact_normalized,1900,2099,
Novo Nordisk A/S,NOVO NORDISK A S,matched,008020,NOVO NORDISK A/S,1,False,1,2012-12-12,2012-12-12,False,True,False,True,Drugs,exact_normalized,1900,2099,
Novo Nordisk Inc.,NOVO NORDISK,matched,008020,NOVO NORDISK A/S,1,False,2,2025-09-09,2026-03-05,False,True,False,True,Drugs,ct_override,1900,2099,CT crosswalk (override)
NuVasive Inc,NUVASIVE,matched,264385,NUVASIVE INC,1,False,1,2013-03-12,2013-03-12,True,False,False,True,Devices,exact_normalized,1900,2099,
Nutra Pharma Corporation,NUTRA PHARMA,matched,145206,NUTRA PHARMA CORP,1,False,1,2019-03-11,2019-03-11,False,True,False,True,Drugs,exact_normalized,1900,2099,
"NutraStar, Inc.",NUTRASTAR,matched,158133,NUTRASTAR INTERNATIONAL INC,1,False,1,2013-08-02,2013-08-02,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
OWLET BABY CARE INC,OWLET BABY CARE,matched,039255,OWLET INC,1,False,1,2021-10-05,2021-10-05,True,False,False,True,Devices,ct_dropped_device,1900,2099,CT device-sponsor list (conm: OWLET INC)
Ocular Therapeutix Inc.,OCULAR THERAPEUTIX,matched,021015,OCULAR THERAPEUTIX INC,1,False,1,2020-09-02,2020-09-02,True,False,False,True,Devices,exact_normalized,1900,2099,
Olympus Corporation of the Americas,OLYMPUS OF AMERICAS,resolved_unlisted_parent,,,1,False,2,2012-09-10,2015-08-12,True,False,False,True,Devices,ct_override_windowed,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED
Option Care,OPTION CARE,matched,025168,OPTION CARE INC,1,False,2,2015-08-27,2016-10-19,False,True,False,True,Drugs,exact_normalized,1900,2099,
Option Care Enterprises,OPTION CARE ENTERPRISES,matched,025168,OPTION CARE INC,1,True,1,2017-09-28,2017-09-28,False,True,False,True,Drugs,parent_prefix,1900,2099,parent prefix: OPTION CARE
"Option Care Enterprises, Inc.",OPTION CARE ENTERPRISES,matched,025168,OPTION CARE INC,1,True,2,2016-09-07,2017-07-20,False,True,False,True,Drugs,parent_prefix,1900,2099,parent prefix: OPTION CARE
"Option Care Enterprises, Inc. dba Option Care",OPTION CARE ENTERPRISES OPTION CARE,matched,025168,OPTION CARE INC,1,True,1,2017-09-12,2017-09-12,False,True,False,True,Drugs,parent_prefix,1900,2099,parent prefix: OPTION CARE
"OraLabs, Incorporated",ORALABS,matched,009413,ORALABS HOLDING CORP,1,False,1,2026-03-11,2026-03-11,False,True,False,True,Drugs,exact_normalized,1900,2099,
"Organ Recovery Systems, Inc.",ORGAN RECOVERY SYSTEMS,resolved_unlisted_parent,,,1,False,1,2017-04-20,2017-04-20,True,False,False,True,Devices,ct_override_windowed,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED
Ortho Clinical Diagnostics Gmbh,ORTHO CLINICAL DIAGNOSTICS,matched,037680,ORTHO CLINICAL DIAG HLDG PLC,1,False,1,2015-09-03,2015-09-03,True,False,False,True,Devices,exact_normalized,1900,2099,
"Orthosoft, Inc.",ORTHOSOFT,matched,158599,ORTHOSOFT INC,1,False,1,2016-05-27,2016-05-27,True,False,False,True,Devices,exact_normalized,1900,2099,
"Outset Medical, Inc.",OUTSET MEDICAL,matched,036885,OUTSET MEDICAL INC,1,False,1,2023-07-05,2023-07-05,True,False,False,True,Devices,exact_normalized,1900,2099,
"PERFORMANCE FOOD GROUP, INC.",PERFORMANCE FOOD,matched,028787,PERFORMANCE FOOD GROUP CO,1,False,1,2010-12-23,2010-12-23,False,False,False,False,Food/Cosmetics,exact_normalized,1900,2099,
PRONET,PRONET,matched,013628,PRONET INC,1,False,1,2012-09-18,2012-09-18,False,True,False,True,Drugs,exact_normalized,1900,2099,
Penumbra Inc.,PENUMBRA,matched,026147,PENUMBRA INC,1,False,1,2009-12-31,2009-12-31,True,False,False,True,Devices,exact_normalized,1900,2099,
Pfizer Inc.,PFIZER,matched,008530,PFIZER INC,1,False,2,2010-05-26,2012-05-24,False,True,False,True,Drugs,exact_normalized,1900,2099,
"Pfizer, Inc.",PFIZER,matched,008530,PFIZER INC,1,False,1,2010-04-09,2010-04-09,False,True,False,True,Drugs,exact_normalized,1900,2099,
