FEI Number,Legal Name,State,Country/Area,Product Type,Action Taken Date,Action Type,Case/Injunction ID,action_taken_date,company_name_clean,is_warning_letter,is_device,is_drug,is_biologic,is_medtech_pharma
2016148,International Medication Systems Ltd.,California,United States,Drugs,07/02/2026,Warning Letter,727560,2026-07-02,International Medication Systems Ltd.,True,False,True,False,True
3011578544,"Gentuity, LLC",Massachusetts,United States,Devices,07/02/2026,Warning Letter,731931,2026-07-02,"Gentuity, LLC",True,True,False,False,True
3017402674,Balkanica LLC,New Jersey,United States,Food/Cosmetics,06/29/2026,Warning Letter,732478,2026-06-29,Balkanica LLC,True,False,False,False,False
3007058211,Excel Vision,-,France,Drugs,06/25/2026,Warning Letter,726714,2026-06-25,Excel Vision,True,False,True,False,True
3010111779,Win Woo Trading Llc,California,United States,Food/Cosmetics,06/25/2026,Warning Letter,732696,2026-06-25,Win Woo Trading Llc,True,False,False,False,False
3030304532,Wizcure Pharmaa Private Limited,-,India,Drugs,06/24/2026,Warning Letter,726378,2026-06-24,Wizcure Pharmaa Private Limited,True,False,True,False,True
3003620800,Allandale Dairy,Minnesota,United States,Veterinary,06/23/2026,Warning Letter,727610,2026-06-23,Allandale Dairy,True,False,False,False,False
3009916152,Freeport Veterinary Services,Minnesota,United States,Veterinary,06/23/2026,Warning Letter,727610,2026-06-23,Freeport Veterinary Services,True,False,False,False,False
2129985,"Leedstone, Inc",Minnesota,United States,Veterinary,06/23/2026,Warning Letter,727610,2026-06-23,"Leedstone, Inc",True,False,False,False,False
3002756158,"Long Prairie Packing Company, LLC",Minnesota,United States,Veterinary,06/23/2026,Warning Letter,727610,2026-06-23,"Long Prairie Packing Company, LLC",True,False,False,False,False
3043544213,ketaminelab.org,-,Estonia,Drugs,06/23/2026,Warning Letter,728919,2026-06-23,ketaminelab.org,True,False,True,False,True
3044408515,Ket Plug,New York,United States,Drugs,06/23/2026,Warning Letter,728919,2026-06-23,Ket Plug,True,False,True,False,True
3018131601,"Eherbs Imports, Inc.",California,United States,Food/Cosmetics,06/23/2026,Warning Letter,732692,2026-06-23,"Eherbs Imports, Inc.",True,False,False,False,False
3003809840,Genzyme Ireland Limited,-,Ireland,Biologics,06/22/2026,Warning Letter,728681,2026-06-22,Genzyme Ireland Limited,True,False,False,True,True
3016994737,"Amazon.com, Inc.",Washington,United States,Drugs,06/17/2026,Warning Letter,728814,2026-06-17,"Amazon.com, Inc.",True,False,True,False,True
3044443397,Mantro Force,-,Hong Kong,Drugs,06/17/2026,Warning Letter,729021,2026-06-17,Mantro Force,True,False,True,False,True
3020654180,HERBAL DERMALS LTD,-,United Kingdom,Drugs,06/17/2026,Warning Letter,729043,2026-06-17,HERBAL DERMALS LTD,True,False,True,False,True
3040787677,HERBAL DERMALS LTD,-,United Kingdom,Drugs,06/17/2026,Warning Letter,729043,2026-06-17,HERBAL DERMALS LTD,True,False,True,False,True
3040788490,HERBAL DERMALS LTD,-,United Kingdom,Drugs,06/17/2026,Warning Letter,729043,2026-06-17,HERBAL DERMALS LTD,True,False,True,False,True
3044446208,Herbal Dermals LLC FZ,California,United States,Drugs,06/17/2026,Warning Letter,729043,2026-06-17,Herbal Dermals LLC FZ,True,False,True,False,True
3030669002,TEXINKART INC,Pennsylvania,United States,Drugs,06/17/2026,Warning Letter,729046,2026-06-17,TEXINKART INC,True,False,True,False,True
3044446875,Texinkart Inc.,Delaware,United States,Drugs,06/17/2026,Warning Letter,729046,2026-06-17,Texinkart Inc.,True,False,True,False,True
3041903836,TELOS TRADING,-,United Kingdom,Drugs,06/17/2026,Warning Letter,729062,2026-06-17,TELOS TRADING,True,False,True,False,True
3030661578,GREAT INDIA OVERSEAS PVT LTD,-,India,Drugs,06/17/2026,Warning Letter,729065,2026-06-17,GREAT INDIA OVERSEAS PVT LTD,True,False,True,False,True
3033042820,GREAT INDIA OVERSEAS PVT LTD,-,India,Drugs,06/17/2026,Warning Letter,729065,2026-06-17,GREAT INDIA OVERSEAS PVT LTD,True,False,True,False,True
3044449203,Indiangoods.shop,-,India,Drugs,06/17/2026,Warning Letter,729068,2026-06-17,Indiangoods.shop,True,False,True,False,True
3025348546,HADASSAH HEALING O,-,South Africa,Drugs,06/17/2026,Warning Letter,729191,2026-06-17,HADASSAH HEALING O,True,False,True,False,True
3044447028,Wild Arabic Herbs,-,Albania,Drugs,06/17/2026,Warning Letter,729192,2026-06-17,Wild Arabic Herbs,True,False,True,False,True
3025721714,LEADING EDGE HEALTH INC,-,Canada,Drugs,06/17/2026,Warning Letter,729193,2026-06-17,LEADING EDGE HEALTH INC,True,False,True,False,True
3044572435,Wholesale Peptide,Florida,United States,Drugs,06/17/2026,Warning Letter,729447,2026-06-17,Wholesale Peptide,True,False,True,False,True
3044737849,JJLBRO,-,Turkey,Drugs,06/17/2026,Warning Letter,729873,2026-06-17,JJLBRO,True,False,True,False,True
3003312437,Tex-Stein Dairy,Texas,United States,Veterinary,06/16/2026,Warning Letter,728755,2026-06-16,Tex-Stein Dairy,True,False,False,False,False
3042804750,DIAMOND DISTRIBUTIONS LLC,California,United States,Food/Cosmetics,06/16/2026,Warning Letter,731966,2026-06-16,DIAMOND DISTRIBUTIONS LLC,True,False,False,False,False
3030187577,"Happiest Baby, Inc",California,United States,Devices,06/15/2026,Warning Letter,718306,2026-06-15,"Happiest Baby, Inc",True,True,False,False,True
3007163376,"Huons Co., Ltd.",-,South Korea,Drugs,06/15/2026,Warning Letter,724650,2026-06-15,"Huons Co., Ltd.",True,False,True,False,True
3003142870,"Nihon Kohden Digital Health Solutions, LLC.",California,United States,Devices,06/15/2026,Warning Letter,727803,2026-06-15,"Nihon Kohden Digital Health Solutions, LLC.",True,True,False,False,True
3002745172,AHC Products Inc,Kentucky,United States,Veterinary,06/15/2026,Warning Letter,728604,2026-06-15,AHC Products Inc,True,False,False,False,False
3013166766,"Yangzhou Hongshengding Chemical Co., Ltd.",-,China,Drugs,06/15/2026,Warning Letter,729710,2026-06-15,"Yangzhou Hongshengding Chemical Co., Ltd.",True,False,True,False,True
3013697813,Life & Food Inc.,Nevada,United States,Food/Cosmetics,06/15/2026,Warning Letter,731887,2026-06-15,Life & Food Inc.,True,False,False,False,False
3044021238,AM Rx,New York,United States,Drugs,06/09/2026,Warning Letter,728275,2026-06-09,AM Rx,True,False,True,False,True
3044020737,DrMedHealth,Virginia,United States,Drugs,06/09/2026,Warning Letter,728278,2026-06-09,DrMedHealth,True,False,True,False,True
3009114785,"Bushman Organic Farms, Inc.",Iowa,United States,Food/Cosmetics,06/09/2026,Warning Letter,729451,2026-06-09,"Bushman Organic Farms, Inc.",True,False,False,False,False
1000149952,"Imu-Tek Animal Health, Incorporated",Colorado,United States,Food/Cosmetics,06/08/2026,Warning Letter,724610,2026-06-08,"Imu-Tek Animal Health, Incorporated",True,False,False,False,False
3044175705,Clover Meds LLC,Florida,United States,Drugs,06/08/2026,Warning Letter,728234,2026-06-08,Clover Meds LLC,True,False,True,False,True
3044175714,Trinity Healthcare Supply LLC,Florida,United States,Drugs,06/08/2026,Warning Letter,728236,2026-06-08,Trinity Healthcare Supply LLC,True,False,True,False,True
3044174854,D&H Medical Center,Florida,United States,Drugs,06/08/2026,Warning Letter,728238,2026-06-08,D&H Medical Center,True,False,True,False,True
3044020130,Altru Telehealth,Maryland,United States,Drugs,06/08/2026,Warning Letter,728274,2026-06-08,Altru Telehealth,True,False,True,False,True
3044000672,Amie,Florida,United States,Drugs,06/08/2026,Warning Letter,728276,2026-06-08,Amie,True,False,True,False,True
3044020039,Eden,Colorado,United States,Drugs,06/08/2026,Warning Letter,728279,2026-06-08,Eden,True,False,True,False,True
3044018836,Fitish,Texas,United States,Drugs,06/08/2026,Warning Letter,728280,2026-06-08,Fitish,True,False,True,False,True
3044020867,Harper Meds,New Jersey,United States,Drugs,06/08/2026,Warning Letter,728281,2026-06-08,Harper Meds,True,False,True,False,True
3044021141,HydraMed,Colorado,United States,Drugs,06/08/2026,Warning Letter,728282,2026-06-08,HydraMed,True,False,True,False,True
3044021205,Joi+Blokes,Colorado,United States,Drugs,06/08/2026,Warning Letter,728283,2026-06-08,Joi+Blokes,True,False,True,False,True
3044019522,Medica Weightloss,Florida,United States,Drugs,06/08/2026,Warning Letter,728284,2026-06-08,Medica Weightloss,True,False,True,False,True
3043997131,Momentum,California,United States,Drugs,06/08/2026,Warning Letter,728286,2026-06-08,Momentum,True,False,True,False,True
3044024130,NativeMed,Florida,United States,Drugs,06/08/2026,Warning Letter,728287,2026-06-08,NativeMed,True,False,True,False,True
3044022416,NovaRx,New York,United States,Drugs,06/08/2026,Warning Letter,728290,2026-06-08,NovaRx,True,False,True,False,True
3044027176,OrderlyMeds,Georgia,United States,Drugs,06/08/2026,Warning Letter,728291,2026-06-08,OrderlyMeds,True,False,True,False,True
3044022969,RoenRx,New York,United States,Drugs,06/08/2026,Warning Letter,728293,2026-06-08,RoenRx,True,False,True,False,True
3043997633,ThriveLab,Nevada,United States,Drugs,06/08/2026,Warning Letter,728294,2026-06-08,ThriveLab,True,False,True,False,True
3044027316,VivioMD,Delaware,United States,Drugs,06/08/2026,Warning Letter,728295,2026-06-08,VivioMD,True,False,True,False,True
3032037948,"Maximus Health, Inc.",California,United States,Drugs,06/08/2026,Warning Letter,730095,2026-06-08,"Maximus Health, Inc.",True,False,True,False,True
3044820290,Nexlife Inc.,California,United States,Drugs,06/08/2026,Warning Letter,730096,2026-06-08,Nexlife Inc.,True,False,True,False,True
3044868483,Ready Med,Florida,United States,Drugs,06/08/2026,Warning Letter,730317,2026-06-08,Ready Med,True,False,True,False,True
3044896930,Mint Med,Ohio,United States,Drugs,06/08/2026,Warning Letter,730390,2026-06-08,Mint Med,True,False,True,False,True
3045074898,Ezra E.S LLC,Wyoming,United States,Drugs,06/08/2026,Warning Letter,730995,2026-06-08,Ezra E.S LLC,True,False,True,False,True
3024762220,YS Group Inc,California,United States,Food/Cosmetics,06/08/2026,Warning Letter,731129,2026-06-08,YS Group Inc,True,False,False,False,False
3010462460,Delight Distribution Inc,New Jersey,United States,Food/Cosmetics,06/08/2026,Warning Letter,731390,2026-06-08,Delight Distribution Inc,True,False,False,False,False
3001623073,Jubilant HollisterStier General Partnership,-,Canada,Drugs,06/05/2026,Warning Letter,723537,2026-06-05,Jubilant HollisterStier General Partnership,True,False,True,False,True
3009744070,"Mineral BioSciences, LLC.",Arizona,United States,Food/Cosmetics,06/05/2026,Warning Letter,724745,2026-06-05,"Mineral BioSciences, LLC.",True,False,False,False,False
3021535057,Sante Manufacturing Inc.,-,Canada,Drugs,06/05/2026,Warning Letter,724931,2026-06-05,Sante Manufacturing Inc.,True,False,True,False,True
3011473035,Nutratech LLC,New York,United States,Food/Cosmetics,06/04/2026,Warning Letter,723021,2026-06-04,Nutratech LLC,True,False,False,False,False
3015422213,"ASEPTIKITS, LLC",Utah,United States,Devices,06/04/2026,Warning Letter,728184,2026-06-04,"ASEPTIKITS, LLC",True,True,False,False,True
3010165760,"InvaDerm, Inc.",New Jersey,United States,Drugs,06/03/2026,Warning Letter,713177,2026-06-03,"InvaDerm, Inc.",True,False,True,False,True
3032632501,Enoki King Mushroom Farm Inc.,California,United States,Food/Cosmetics,06/03/2026,Warning Letter,718497,2026-06-03,Enoki King Mushroom Farm Inc.,True,False,False,False,False
3004117486,"Hubei Gedian Humanwell Pharmaceutical Co., Ltd.",-,China,Drugs,06/03/2026,Warning Letter,725591,2026-06-03,"Hubei Gedian Humanwell Pharmaceutical Co., Ltd.",True,False,True,False,True
3010351679,"Blephex, LLC",Tennessee,United States,Devices,06/03/2026,Warning Letter,725861,2026-06-03,"Blephex, LLC",True,True,False,False,True
3031094988,"M.G.R. Produce, LLC",Texas,United States,Food/Cosmetics,06/03/2026,Warning Letter,730040,2026-06-03,"M.G.R. Produce, LLC",True,False,False,False,False
3010960168,Asanuma Corporation - Sagamihara Factory,-,Japan,Drugs,06/02/2026,Warning Letter,721136,2026-06-02,Asanuma Corporation - Sagamihara Factory,True,False,True,False,True
3001956890,PLZ Corp.,-,Canada,Drugs,06/02/2026,Warning Letter,721140,2026-06-02,PLZ Corp.,True,False,True,False,True
3035187076,UMENDRA LIFE SCIENCES PRIVATE LIMITED,-,India,Drugs,06/02/2026,Warning Letter,721752,2026-06-02,UMENDRA LIFE SCIENCES PRIVATE LIMITED,True,False,True,False,True
3006784241,"SHANTOU Qiwei industrial Co., Ltd",-,China,Drugs,06/02/2026,Warning Letter,721753,2026-06-02,"SHANTOU Qiwei industrial Co., Ltd",True,False,True,False,True
3009565091,Gopaldas Visram & Company Ltd.,-,India,Drugs,06/02/2026,Warning Letter,721755,2026-06-02,Gopaldas Visram & Company Ltd.,True,False,True,False,True
3012641739,Erkul Kozmetik Sanayi ve Ticaret A.S.,-,Turkey,Drugs,06/02/2026,Warning Letter,721964,2026-06-02,Erkul Kozmetik Sanayi ve Ticaret A.S.,True,False,True,False,True
3005430968,Zydus Lifesciences Limited,-,India,Drugs,06/02/2026,Warning Letter,722576,2026-06-02,Zydus Lifesciences Limited,True,False,True,False,True
1021184,"Revlon Group Holdings, LLC",North Carolina,United States,Drugs,06/02/2026,Warning Letter,722596,2026-06-02,"Revlon Group Holdings, LLC",True,False,True,False,True
3000989764,Laboratorios Dr. Collado S.A.,-,Dominican Republic,Drugs,06/02/2026,Warning Letter,723285,2026-06-02,Laboratorios Dr. Collado S.A.,True,False,True,False,True
3016758717,SL. FOLLEN,Oregon,United States,Food/Cosmetics,06/02/2026,Warning Letter,730191,2026-06-02,SL. FOLLEN,True,False,False,False,False
3011954506,YAM MAN FOODS LLC,New York,United States,Food/Cosmetics,06/02/2026,Warning Letter,730375,2026-06-02,YAM MAN FOODS LLC,True,False,False,False,False
3001149472,Philmatt Afrik International Food Warehouse Corp.,Maryland,United States,Food/Cosmetics,06/02/2026,Warning Letter,730489,2026-06-02,Philmatt Afrik International Food Warehouse Corp.,True,False,False,False,False
3011219786,Macau-Union Pharmaceutical Limited,-,-,Drugs,05/29/2026,Warning Letter,724506,2026-05-29,Macau-Union Pharmaceutical Limited,True,False,True,False,True
3003983334,"Medline Industries, LP",Illinois,United States,Drugs,05/28/2026,Warning Letter,724347,2026-05-28,"Medline Industries, LP",True,False,True,False,True
3011073064,"Jose M. Carpio, M.D.",Florida,United States,Drugs,05/28/2026,Warning Letter,730966,2026-05-28,"Jose M. Carpio, M.D.",True,False,True,False,True
3009961173,Pharmathen International S.A.,-,Greece,Drugs,05/27/2026,Warning Letter,723680,2026-05-27,Pharmathen International S.A.,True,False,True,False,True
3001592626,Linemaster Switch Corporation,Connecticut,United States,Devices,05/27/2026,Warning Letter,730215,2026-05-27,Linemaster Switch Corporation,True,True,False,False,True
3002810785,Pamex Foods Incorporated,Maryland,United States,Food/Cosmetics,05/27/2026,Warning Letter,730351,2026-05-27,Pamex Foods Incorporated,True,False,False,False,False
3010653480,Blue Horizon International,New Jersey,United States,Biologics,05/26/2026,Warning Letter,728085,2026-05-26,Blue Horizon International,True,False,False,True,True
3002606499,AF Import & Wholesale Co,Texas,United States,Food/Cosmetics,05/26/2026,Warning Letter,730187,2026-05-26,AF Import & Wholesale Co,True,False,False,False,False
3029740697,ZIIP INC,California,United States,Devices,05/22/2026,Warning Letter,725870,2026-05-22,ZIIP INC,True,True,False,False,True
3002600322,Laboratorios Jaloma S.A. de C.V.,-,Mexico,Drugs,05/22/2026,Warning Letter,725939,2026-05-22,Laboratorios Jaloma S.A. de C.V.,True,False,True,False,True
3018057637,Aeroflex Industria de Aerosol Ltda,-,Brazil,Drugs,05/22/2026,Warning Letter,728186,2026-05-22,Aeroflex Industria de Aerosol Ltda,True,False,True,False,True
3005216842,Alchymars ICM SM Private Limited,-,India,Drugs,05/21/2026,Warning Letter,724429,2026-05-21,Alchymars ICM SM Private Limited,True,False,True,False,True
3009096682,"3B Medical, Inc.",Ohio,United States,Devices,05/21/2026,Warning Letter,725108,2026-05-21,"3B Medical, Inc.",True,True,False,False,True
3008566132,"BMC Medical Co., Ltd.",-,China,Devices,05/21/2026,Warning Letter,725759,2026-05-21,"BMC Medical Co., Ltd.",True,True,False,False,True
3012785126,Flax & More Corporation,Florida,United States,Food/Cosmetics,05/20/2026,Warning Letter,722845,2026-05-20,Flax & More Corporation,True,False,False,False,False
3005863396,Aversa's Italian Bakery,New Jersey,United States,Food/Cosmetics,05/20/2026,Warning Letter,722904,2026-05-20,Aversa's Italian Bakery,True,False,False,False,False
3005812759,"Dells Veterinary Services, PC",South Dakota,United States,Veterinary,05/20/2026,Warning Letter,725317,2026-05-20,"Dells Veterinary Services, PC",True,False,False,False,False
3011022054,"Golden Dakota Farms, LLC",South Dakota,United States,Veterinary,05/20/2026,Warning Letter,725317,2026-05-20,"Golden Dakota Farms, LLC",True,False,False,False,False
3004055563,"Sato Pharmaceutical Co., Ltd.",-,Japan,Drugs,05/19/2026,Warning Letter,723059,2026-05-19,"Sato Pharmaceutical Co., Ltd.",True,False,True,False,True
1825014,"Skytron, LLC",Michigan,United States,Devices,05/19/2026,Warning Letter,723950,2026-05-19,"Skytron, LLC",True,True,False,False,True
3013322165,Health Partners Neuroscience Center Research and Innovation,Minnesota,United States,Drugs,05/19/2026,Warning Letter,725333,2026-05-19,Health Partners Neuroscience Center Research and Innovation,True,False,True,False,True
1410097,"GC America, Inc.",Illinois,United States,Food/Cosmetics,05/19/2026,Warning Letter,727602,2026-05-19,"GC America, Inc.",True,False,False,False,False
1038935,"City Market, Inc.",Georgia,United States,Food/Cosmetics,05/18/2026,Warning Letter,727003,2026-05-18,"City Market, Inc.",True,False,False,False,False
3010180097,Bharat Overseas Inc,New York,United States,Food/Cosmetics,05/18/2026,Warning Letter,729199,2026-05-18,Bharat Overseas Inc,True,False,False,False,False
3043190877,Aja Therapeutics Inc.,-,Canada,Food/Cosmetics,05/18/2026,Warning Letter,729644,2026-05-18,Aja Therapeutics Inc.,True,False,False,False,False
3030518365,"GSC Products, LLC",New York,United States,Food/Cosmetics,05/18/2026,Warning Letter,729653,2026-05-18,"GSC Products, LLC",True,False,False,False,False
3031468435,JW Nutritional LLC,Texas,United States,Drugs,05/14/2026,Warning Letter,722096,2026-05-14,JW Nutritional LLC,True,False,True,False,True
3038347614,"POLLEYMED, LLC",Michigan,United States,Drugs,05/14/2026,Warning Letter,726018,2026-05-14,"POLLEYMED, LLC",True,False,True,False,True
3043047834,La Crema De Rebeca,Texas,United States,Drugs,05/14/2026,Warning Letter,728782,2026-05-14,La Crema De Rebeca,True,False,True,False,True
3042850958,LUS ESSENTIALS LLC,Minnesota,United States,Drugs,05/14/2026,Warning Letter,728783,2026-05-14,LUS ESSENTIALS LLC,True,False,True,False,True
3013438665,"Fresenius Kabi Compounding, LLC",Massachusetts,United States,Drugs,05/12/2026,Warning Letter,724551,2026-05-12,"Fresenius Kabi Compounding, LLC",True,False,True,False,True
2938224,"Dough-To-Go, Inc.",California,United States,Food/Cosmetics,05/12/2026,Warning Letter,727845,2026-05-12,"Dough-To-Go, Inc.",True,False,False,False,False
3017021001,IDO PHARM,-,South Korea,Drugs,05/04/2026,Warning Letter,723449,2026-05-04,IDO PHARM,True,False,True,False,True
3027300316,NAVEH PHARMA (1966) LTD,-,Israel,Drugs,05/04/2026,Warning Letter,724669,2026-05-04,NAVEH PHARMA (1966) LTD,True,False,True,False,True
3031820558,Bigdam Inc,Georgia,United States,Drugs,05/04/2026,Warning Letter,724669,2026-05-04,Bigdam Inc,True,False,True,False,True
3008736380,Ava Inc,Illinois,United States,Drugs,05/01/2026,Warning Letter,721180,2026-05-01,Ava Inc,True,False,True,False,True
3024038751,"Harbin Jixianglong Biotech Co., Ltd.",-,China,Drugs,05/01/2026,Warning Letter,723330,2026-05-01,"Harbin Jixianglong Biotech Co., Ltd.",True,False,True,False,True
1220908,ZOLL Medical Corporation,Massachusetts,United States,Devices,04/30/2026,Warning Letter,711320,2026-04-30,ZOLL Medical Corporation,True,True,False,False,True
3011800162,Best Buy Bones Inc.,Michigan,United States,Veterinary,04/30/2026,Warning Letter,719212,2026-04-30,Best Buy Bones Inc.,True,False,False,False,False
3004932373,"CareFusion 213, LLC",Texas,United States,Drugs,04/30/2026,Warning Letter,722729,2026-04-30,"CareFusion 213, LLC",True,False,True,False,True
3006310253,"OptiHealth Products, Inc.",New York,United States,Food/Cosmetics,04/29/2026,Warning Letter,704899,2026-04-29,"OptiHealth Products, Inc.",True,False,False,False,False
3018976930,"Shineluck Foods, Inc.",Illinois,United States,Food/Cosmetics,04/29/2026,Warning Letter,720155,2026-04-29,"Shineluck Foods, Inc.",True,False,False,False,False
3008275150,A&A Trading and Investment Inc,Maryland,United States,Food/Cosmetics,04/29/2026,Warning Letter,727630,2026-04-29,A&A Trading and Investment Inc,True,False,False,False,False
3009481988,Sahara Enterprise Inc.,Pennsylvania,United States,Food/Cosmetics,04/29/2026,Warning Letter,728927,2026-04-29,Sahara Enterprise Inc.,True,False,False,False,False
3009241253,"Medaesthetics International, LLC",Arizona,United States,Devices,04/28/2026,Warning Letter,723061,2026-04-28,"Medaesthetics International, LLC",True,True,False,False,True
3002047500,Estar Technologies Ltd.,-,Israel,Biologics,04/27/2026,Warning Letter,716831,2026-04-27,Estar Technologies Ltd.,True,False,False,True,True
3018892481,RESPILON PRODUCTION S.R.O.,-,Czech Republic,Drugs,04/27/2026,Warning Letter,719705,2026-04-27,RESPILON PRODUCTION S.R.O.,True,False,True,False,True
3042625970,IBeautiStore.com,New York,United States,Drugs,04/24/2026,Warning Letter,726302,2026-04-24,IBeautiStore.com,True,False,True,False,True
3042490356,Rays Vitamins,California,United States,Drugs,04/24/2026,Warning Letter,726694,2026-04-24,Rays Vitamins,True,False,True,False,True
3031491059,GC DISTRIBUTION SERVICES LLC,New York,United States,Food/Cosmetics,04/24/2026,Warning Letter,727566,2026-04-24,GC DISTRIBUTION SERVICES LLC,True,False,False,False,False
3033575856,GREENWORLD FOOD EXPRESS (USA) LLC,Michigan,United States,Food/Cosmetics,04/24/2026,Warning Letter,728188,2026-04-24,GREENWORLD FOOD EXPRESS (USA) LLC,True,False,False,False,False
3015020479,BOBA FACTORY INC,Virginia,United States,Food/Cosmetics,04/24/2026,Warning Letter,728438,2026-04-24,BOBA FACTORY INC,True,False,False,False,False
3023068412,GLOBAL IMPORTS ORIGINS,Texas,United States,Food/Cosmetics,04/24/2026,Warning Letter,728463,2026-04-24,GLOBAL IMPORTS ORIGINS,True,False,False,False,False
3009141438,Great One Trading Inc.,New York,United States,Food/Cosmetics,04/24/2026,Warning Letter,728716,2026-04-24,Great One Trading Inc.,True,False,False,False,False
3017374404,GREEN ORGANICS,Ohio,United States,Food/Cosmetics,04/22/2026,Warning Letter,721921,2026-04-22,GREEN ORGANICS,True,False,False,False,False
3005351079,Active Cosmetics Manufacturing Inc,Florida,United States,Drugs,04/22/2026,Warning Letter,722408,2026-04-22,Active Cosmetics Manufacturing Inc,True,False,True,False,True
3007728475,"Minh Phung, Inc.",California,United States,Food/Cosmetics,04/22/2026,Warning Letter,723409,2026-04-22,"Minh Phung, Inc.",True,False,False,False,False
3012470814,ISA Produce Corporation,Texas,United States,Food/Cosmetics,04/21/2026,Warning Letter,724687,2026-04-21,ISA Produce Corporation,True,False,False,False,False
3004388941,Moonlight Packing Corporation,California,United States,Food/Cosmetics,04/20/2026,Warning Letter,719226,2026-04-20,Moonlight Packing Corporation,True,False,False,False,False
3011863647,Lexia LLC,Tennessee,United States,Drugs,04/20/2026,Warning Letter,722251,2026-04-20,Lexia LLC,True,False,True,False,True
3017118698,"Foshan Miwei Cosmetics Co., Ltd.",-,China,Drugs,04/20/2026,Warning Letter,722272,2026-04-20,"Foshan Miwei Cosmetics Co., Ltd.",True,False,True,False,True
3009493776,"Wellmill, LLC dba Vitamix Laboratories",New York,United States,Food/Cosmetics,04/20/2026,Warning Letter,725655,2026-04-20,"Wellmill, LLC dba Vitamix Laboratories",True,False,False,False,False
3016964001,SaNOtize Wellness Corp.,-,Canada,Drugs,04/17/2026,Warning Letter,727784,2026-04-17,SaNOtize Wellness Corp.,True,False,True,False,True
3007837669,GREAT ENTERPRISE (GROUP) INC.,Hawaii,United States,Food/Cosmetics,04/17/2026,Warning Letter,727852,2026-04-17,GREAT ENTERPRISE (GROUP) INC.,True,False,False,False,False
1222117,"Unetixs Vascular, Inc.",Rhode Island,United States,Devices,04/16/2026,Warning Letter,724245,2026-04-16,"Unetixs Vascular, Inc.",True,True,False,False,True
3030404553,"Intelligent Remedies, Inc.",Hawaii,United States,Food/Cosmetics,04/15/2026,Warning Letter,681941,2026-04-15,"Intelligent Remedies, Inc.",True,False,False,False,False
3015869182,SUPERSMART USA LLC,Florida,United States,Food/Cosmetics,04/15/2026,Warning Letter,706566,2026-04-15,SUPERSMART USA LLC,True,False,False,False,False
3035145155,"Hangzhou Yiqi Biotechnology Co., Ltd",-,China,Drugs,04/15/2026,Warning Letter,720707,2026-04-15,"Hangzhou Yiqi Biotechnology Co., Ltd",True,False,True,False,True
1818977,"Par Health USA, LLC",Michigan,United States,Drugs,04/15/2026,Warning Letter,722121,2026-04-15,"Par Health USA, LLC",True,False,True,False,True
1213197,"Stavis Seafoods, LLC",Massachusetts,United States,Food/Cosmetics,04/15/2026,Warning Letter,727785,2026-04-15,"Stavis Seafoods, LLC",True,False,False,False,False
3027228716,Pro Numb Tattoo Numbing Spray LLC,Florida,United States,Drugs,04/14/2026,Warning Letter,722589,2026-04-14,Pro Numb Tattoo Numbing Spray LLC,True,False,True,False,True
3012113519,New Life Pharma LLC,New Jersey,United States,Drugs,04/14/2026,Warning Letter,725661,2026-04-14,New Life Pharma LLC,True,False,True,False,True
3005947301,UCSF Radiopharmaceutical Facility,California,United States,Drugs,04/13/2026,Warning Letter,719568,2026-04-13,UCSF Radiopharmaceutical Facility,True,False,True,False,True
3000234005,Fareva Amboise,-,France,Veterinary,04/10/2026,Warning Letter,723502,2026-04-10,Fareva Amboise,True,False,False,False,False
3014754958,PRIDA IMPORT & EXPORT LLC,Florida,United States,Food/Cosmetics,04/10/2026,Warning Letter,726912,2026-04-10,PRIDA IMPORT & EXPORT LLC,True,False,False,False,False
3013677497,FULL FRESH PRODUCE LLC,Florida,United States,Food/Cosmetics,04/10/2026,Warning Letter,726913,2026-04-10,FULL FRESH PRODUCE LLC,True,False,False,False,False
2513595,"Medical Products Laboratories, Inc.",Pennsylvania,United States,Drugs,04/09/2026,Warning Letter,721916,2026-04-09,"Medical Products Laboratories, Inc.",True,False,True,False,True
1000122943,Tang's Family Corporation,Maryland,United States,Food/Cosmetics,04/08/2026,Warning Letter,725966,2026-04-08,Tang's Family Corporation,True,False,False,False,False
3011620993,Wilatta Imports LLC,Maryland,United States,Food/Cosmetics,04/08/2026,Warning Letter,727025,2026-04-08,Wilatta Imports LLC,True,False,False,False,False
3016471033,"Nature's Elements, Inc.",New York,United States,Food/Cosmetics,04/07/2026,Warning Letter,719302,2026-04-07,"Nature's Elements, Inc.",True,False,False,False,False
1042599,Chemco Corporation,Florida,United States,Drugs,04/07/2026,Warning Letter,721592,2026-04-07,Chemco Corporation,True,False,True,False,True
3022250654,ProRx LLC,Pennsylvania,United States,Drugs,04/07/2026,Warning Letter,723704,2026-04-07,ProRx LLC,True,False,True,False,True
3008686998,Zap Expo Center Inc.,California,United States,Food/Cosmetics,04/06/2026,Warning Letter,726547,2026-04-06,Zap Expo Center Inc.,True,False,False,False,False
3027976266,"Xiamen Kang Zhongyuan Biotechnology Co., Ltd.",-,China,Drugs,04/03/2026,Warning Letter,719320,2026-04-03,"Xiamen Kang Zhongyuan Biotechnology Co., Ltd.",True,False,True,False,True
