company_name_fda,normalized_name,n_letters,first_letter_date,last_letter_date,any_device_letter,any_drug_letter,any_biologic_letter,any_medtech_pharma,product_types
Medical Device Resource Corporation,MEDICAL DEVICE RESOURCE,2,2012-10-09,2013-09-20,True,False,False,True,Devices
Medical Foods LLC,MEDICAL FOODS,3,2010-04-08,2017-03-29,False,True,False,True,Drugs
Medical Mega,MEDICAL MEGA,1,2025-11-13,2025-11-13,False,True,False,True,Drugs
"Medical Mikes, Inc.",MEDICAL MIKES,1,2023-01-10,2023-01-10,False,True,False,True,Drugs
Medical Positioning Inc,MEDICAL POSITIONING,1,2011-04-18,2011-04-18,True,False,False,True,Devices
"Medical Products Laboratories, Inc.",MEDICAL PRODUCTS LABORATORIES,1,2026-04-09,2026-04-09,False,True,False,True,Drugs
Medical Quant USA Inc.,MEDICAL QUANT,1,2012-01-09,2012-01-09,True,False,False,True,Devices
Medical Specialties of California,MEDICAL SPECIALTIES OF CALIFORNIA,1,2016-08-15,2016-08-15,True,False,False,True,Devices
Medical Supplies Corporation,MEDICAL SUPPLIES,1,2011-11-21,2011-11-21,True,False,False,True,Devices
Medical Supply Liquidators Llc,MEDICAL SUPPLY LIQUIDATORS,1,2015-01-09,2015-01-09,False,True,False,True,Drugs
"Medicepts, Inc.",MEDICEPTS,1,2011-01-25,2011-01-25,True,False,False,True,Devices
"Medinatura New Mexico, inc.",MEDINATURA NEW MEXICO,2,2020-06-11,2025-12-10,False,True,False,True,Drugs
Medinol Ltd.,MEDINOL,1,2014-07-29,2014-07-29,True,False,False,True,Devices
"Medisca, Inc.",MEDISCA,1,2015-11-25,2015-11-25,False,True,False,True,Drugs
MedisourceRx,MEDISOURCERX,1,2025-12-12,2025-12-12,False,True,False,True,Drugs
Medispec Ltd,MEDISPEC,1,2010-03-12,2010-03-12,True,False,False,True,Devices
"Medispec, Ltd.",MEDISPEC,1,2010-03-12,2010-03-12,True,False,False,True,Devices
Meditech KFT,MEDITECH KFT,1,2012-07-18,2012-07-18,True,False,False,True,Devices
"Meditech Laboratories, Inc",MEDITECH LABORATORIES,1,2016-10-19,2016-10-19,False,True,False,True,Drugs
Meditherm Inc.,MEDITHERM,2,2011-03-22,2011-04-04,True,False,False,True,Devices
"Meditrend, Inc.",MEDITREND,1,2009-08-18,2009-08-18,False,True,False,True,Drugs
Medivance Instruments Ltd.,MEDIVANCE INSTRUMENTS,1,2023-02-13,2023-02-13,True,False,False,True,Devices
Medivera Compounding Pharmacy,MEDIVERA COMPOUNDING PHARMACY,1,2016-02-26,2016-02-26,False,True,False,True,Drugs
Medlife Pharmacy and Compounding,MEDLIFE PHARMACY AND COMPOUNDING,1,2020-04-30,2020-04-30,False,True,False,True,Drugs
Medolife Corp,MEDOLIFE,1,2023-04-19,2023-04-19,False,True,False,True,Drugs
Medoz Pharmacy of Polk Inc,MEDOZ PHARMACY OF POLK,1,2020-09-25,2020-09-25,False,True,False,True,Drugs
"Medpharm, LLC",MEDPHARM,1,2011-12-20,2011-12-20,False,True,False,True,Drugs
Meds India LTD,MEDS INDIA,1,2015-06-08,2015-06-08,False,True,False,True,Drugs
Medsnoscript,MEDSNOSCRIPT,1,2013-02-11,2013-02-11,False,True,False,True,Drugs
"Medsource, Inc.",MEDSOURCE,1,2015-09-24,2015-09-24,True,False,False,True,Devices
Medsys s.a.,MEDSYS S A,1,2013-02-05,2013-02-05,True,False,False,True,Devices
"Medtronic Navigation, Inc.",MEDTRONIC NAVIGATION,1,2010-05-07,2010-05-07,True,False,False,True,Devices
Medtronic Neuromodulation,MEDTRONIC NEUROMODULATION,1,2012-07-17,2012-07-17,True,False,False,True,Devices
Medtronic Puerto Rico Operations Co.,MEDTRONIC PUERTO RICO OPERATIONS,2,2009-06-01,2018-08-23,True,False,False,True,Devices
Medys S.p.A.,MEDYS S P A,1,2013-05-14,2013-05-14,True,False,False,True,Devices
"MegaLabs USA, LLC",MEGALABS,1,2009-12-21,2009-12-21,True,False,False,True,Devices
Megafine Pharma (P) Limited,MEGAFINE PHARMA P,2,2016-05-19,2017-02-24,False,True,False,True,Drugs
Megsan Labs Private Limited,MEGSAN LABS PRIVATE,1,2026-03-03,2026-03-03,False,True,False,True,Drugs
"Mehran Michael Bahrami, M.D.",MEHRAN MICHAEL BAHRAMI M D,1,2025-03-05,2025-03-05,False,True,False,True,Drugs
"Mei Lan (Thailand) Company, Ltd.",MEI LAN THAILAND,1,2024-01-25,2024-01-25,False,True,False,True,Drugs
Mekt Llc,MEKT,1,2009-08-18,2009-08-18,False,True,False,True,Drugs
Mel Honey US,MEL HONEY,1,2025-08-25,2025-08-25,False,True,False,True,Drugs
"Melanie M Hoppers, MD",MELANIE M HOPPERS MD,1,2023-11-08,2023-11-08,False,True,False,True,Drugs
Melcare Biomedical Pty,MELCARE BIOMEDICAL PTY,1,2025-10-09,2025-10-09,False,True,False,True,Drugs
"Memorial Hospital Of South Bend, IRB",MEMORIAL HOSPITAL OF SOUTH BEND IRB,1,2012-09-21,2012-09-21,False,True,False,True,Drugs
"Mendez, Dr Antonio",MENDEZ DR ANTONIO,1,2009-11-17,2009-11-17,False,True,False,True,Drugs
Mentha & Allied Products Private Ltd.,MENTHA AND ALLIED PRODUCTS PRIVATE,1,2025-04-16,2025-04-16,False,True,False,True,Drugs
Merck Kommanditgesellschaft auf Aktien,MERCK KOMMANDITGESELLSCHAFT AUF AKTIEN,3,2011-12-15,2011-12-15,False,True,False,True,Drugs
Mercy Hospital Medical Center IRB,MERCY HOSPITAL MEDICAL CENTER IRB,1,2014-01-10,2014-01-10,True,False,False,True,Devices
Merete GmbH,MERETE,1,2018-12-31,2018-12-31,True,False,False,True,Devices
"Meridian Co., Ltd.",MERIDIAN,1,2014-08-19,2014-08-19,True,False,False,True,Devices
Meridian Medical Systems LLC,MERIDIAN MEDICAL SYSTEMS,1,2013-07-03,2013-07-03,True,False,False,True,Devices
"Meridian Medical Technologies, LLC a Subsidiary of Kindeva Drug Delivery, L.P.",MERIDIAN MEDICAL TECHNOLOGIES A SUBSIDIARY OF KINDEVA DRUG DELIVERY L P,1,2017-09-05,2017-09-05,False,True,False,True,Drugs
Merit Medical Ireland Ltd.,MERIT MEDICAL IRELAND,1,2012-01-30,2012-01-30,True,False,False,True,Devices
"Merits Health Products Co., Ltd.",MERITS HEALTH PRODUCTS,1,2011-11-29,2011-11-29,True,False,False,True,Devices
"Merlin Labs, Inc.",MERLIN LABS,1,2009-03-09,2009-03-09,True,False,False,True,Devices
"Merrill D. Benson, M.D.",MERRILL D BENSON M D,1,2017-03-20,2017-03-20,False,True,False,True,Drugs
"Metuchen Pharmaceuticals, LLC.",METUCHEN PHARMACEUTICALS,1,2019-08-16,2019-08-16,False,True,False,True,Drugs
MexHealth LLC,MEXHEALTH,1,2024-08-27,2024-08-27,False,True,False,True,Drugs
Mgs Soapopular,MGS SOAPOPULAR,1,2009-07-15,2009-07-15,False,True,False,True,Drugs
"Mi Gwang Contact Lens Co., Ltd.",MI GWANG CONTACT LENS,1,2012-11-13,2012-11-13,True,False,False,True,Devices
Miach Orthopaedics,MIACH ORTHOPAEDICS,1,2025-08-19,2025-08-19,True,False,False,True,Devices
"Miami Fat Supply, Inc",MIAMI FAT SUPPLY,1,2016-03-17,2016-03-17,True,False,False,True,Devices
Miami Stem Cell Treatment Center,MIAMI STEM CELL TREATMENT CENTER,1,2015-12-30,2015-12-30,False,False,True,True,Biologics
Miami University,MIAMI UNIVERSITY,1,2022-04-20,2022-04-20,False,True,False,True,Drugs
Mibo Medical Group,MIBO MEDICAL,1,2018-11-20,2018-11-20,True,False,False,True,Devices
"Michael E. Ring, MD",MICHAEL E RING MD,1,2013-01-14,2013-01-14,True,False,False,True,Devices
Michele Sewell,MICHELE SEWELL,1,2014-04-30,2014-04-30,False,True,False,True,Drugs
Michigan Medical Innovations,MICHIGAN MEDICAL INNOVATIONS,1,2012-06-05,2012-06-05,True,False,False,True,Devices
Michigan Medicine,MICHIGAN MEDICINE,1,2017-09-29,2017-09-29,False,True,False,True,Drugs
"Micro Current Technology, Inc.",MICRO CURRENT TECHNOLOGY,1,2009-12-24,2009-12-24,True,False,False,True,Devices
"Micro Distributing I I, Ltd",MICRO DISTRIBUTING I I,1,2011-08-26,2011-08-26,True,False,False,True,Devices
Micro Orgo Chem,MICRO ORGO CHEM,1,2024-12-03,2024-12-03,False,True,False,True,Drugs
"MicroAire Surgical Instruments, LLC",MICROAIRE SURGICAL INSTRUMENTS,1,2014-12-29,2014-12-29,True,False,False,True,Devices
MicroPort CRM S.r.l.,MICROPORT CRM S R L,1,2009-10-29,2009-10-29,True,False,False,True,Devices
MicroPort Orthopedics Inc.,MICROPORT ORTHOPEDICS,1,2015-06-17,2015-06-17,True,False,False,True,Devices
MicroVention Costa Rica S.R.L.,MICROVENTION COSTA RICA S R L,1,2022-09-30,2022-09-30,True,False,False,True,Devices
"Microbiological Testing & Consulting, LLC",MICROBIOLOGICAL TESTING AND CONSULTING,1,2026-03-16,2026-03-16,False,True,False,True,Drugs
"Microline Surgical, Inc.",MICROLINE SURGICAL,1,2010-08-10,2010-08-10,True,False,False,True,Devices
Microsulis Medical Ltd.,MICROSULIS MEDICAL,1,2009-11-20,2009-11-20,True,False,False,True,Devices
"Microvascular Tissue, Inc",MICROVASCULAR TISSUE,1,2025-12-03,2025-12-03,False,False,True,True,Biologics
"Mid-Link Testing Company, Ltd",MID LINK TESTING,1,2024-09-10,2024-09-10,True,False,False,True,Devices
Middlesboro Appalachian Hospital,MIDDLESBORO APPALACHIAN HOSPITAL,1,2011-09-27,2011-09-27,True,False,False,True,Devices
Midlab Incorporated,MIDLAB,1,2023-02-15,2023-02-15,False,True,False,True,Drugs
Midmark Corporation,MIDMARK,1,2011-12-28,2011-12-28,True,False,False,True,Devices
Miers Laboratories Ltd.,MIERS LABORATORIES,1,2025-11-03,2025-11-03,False,True,False,True,Drugs
"Miguelangelo J. Perez-Cruet, M.D., M.S.",MIGUELANGELO J PEREZ CRUET M D M S,1,2010-03-02,2010-03-02,True,False,False,True,Devices
"Mihalko Medical, LLC",MIHALKO MEDICAL,2,2015-09-29,2017-12-05,False,True,False,True,Drugs
Mihon Corp.,MIHON,1,2025-01-16,2025-01-16,False,True,False,True,Drugs
Mikart LLC,MIKART,1,2020-02-21,2020-02-21,False,True,False,True,Drugs
"Milbar Laboratories, Inc.",MILBAR LABORATORIES,1,2018-07-23,2018-07-23,False,True,False,True,Drugs
Mile High Compounds,MILE HIGH COMPOUNDS,1,2026-03-31,2026-03-31,False,True,False,True,Drugs
"Millar, Inc.",MILLAR,1,2012-05-07,2012-05-07,True,False,False,True,Devices
"Millennium Biotechnology, Inc.",MILLENNIUM BIOTECHNOLOGY,1,2009-01-12,2009-01-12,True,False,False,True,Devices
"Millers of Wyckoff, Inc.",MILLERS OF WYCKOFF,1,2016-06-07,2016-06-07,False,True,False,True,Drugs
"Mindray DS USA, Inc.",MINDRAY DS,1,2012-11-29,2012-11-29,True,False,False,True,Devices
Ming Fai Industrial (Shenzhen) Co LTD,MING FAI INDUSTRIAL SHENZHEN,2,2018-04-05,2023-05-31,True,True,False,True,Devices; Drugs
Mint Med,MINT MED,1,2026-06-08,2026-06-08,False,True,False,True,Drugs
"Mir-Com Products, LLC",MIR COM PRODUCTS,1,2012-09-11,2012-09-11,True,False,False,True,Devices
Miracles In Sight Lone Star Division,MIRACLES IN SIGHT LONE STAR DIVISION,1,2011-12-09,2011-12-09,False,False,True,True,Biologics
"Miramar Cosmetics, Inc",MIRAMAR COSMETICS,1,2011-08-08,2011-08-08,False,True,False,True,Drugs
"Mirfeel Korea Co., Ltd",MIRFEEL KOREA,1,2022-06-22,2022-06-22,False,True,False,True,Drugs
Miss Slim,MISS SLIM,1,2023-01-10,2023-01-10,False,True,False,True,Drugs
"Missouri Analytical Laboratories, Inc.",MISSOURI ANALYTICAL LABORATORIES,1,2021-09-30,2021-09-30,False,True,False,True,Drugs
Mitra Distributing Inc.,MITRA DISTRIBUTING,1,2018-09-04,2018-09-04,False,True,False,True,Drugs
"Mobeen Mazhar, M.D.",MOBEEN MAZHAR M D,1,2023-05-31,2023-05-31,False,True,False,True,Drugs
Modern Allergy Management LLC dba Direct Med Solutions LLC,MODERN ALLERGY MANAGEMENT DIRECT MED SOLUTIONS,1,2020-06-17,2020-06-17,True,False,False,True,Devices
"Modern Herb Shop, Inc.",MODERN HERB SHOP,1,2015-02-26,2015-02-26,False,True,False,True,Drugs
"Moehs Cantabra, S.L.",MOEHS CANTABRA S L,1,2011-04-14,2011-04-14,False,True,False,True,Drugs
Mohawk Laboratories Division of NCH Corp.,MOHAWK LABORATORIES DIVISION OF NCH,1,2023-01-18,2023-01-18,False,True,False,True,Drugs
"Moko Therapeutics, LLC",MOKO THERAPEUTICS,1,2011-11-17,2011-11-17,False,True,False,True,Drugs
Molluscum Away,MOLLUSCUM AWAY,1,2023-08-18,2023-08-18,False,True,False,True,Drugs
Molteno Ophthalmic Limited,MOLTENO OPHTHALMIC,2,2010-05-11,2015-02-27,True,False,False,True,Devices
"Monarch Labs, LLC",MONARCH LABS,1,2010-11-09,2010-11-09,True,False,False,True,Devices
Monarch Medspa,MONARCH MEDSPA,1,2010-04-05,2010-04-05,False,True,False,True,Drugs
"Monarch PCM, LLC",MONARCH PCM,1,2022-06-10,2022-06-10,False,True,False,True,Drugs
Mondeal Medical Systems Gmbh,MONDEAL MEDICAL SYSTEMS,1,2014-06-09,2014-06-09,True,False,False,True,Devices
Monkeypox-treatment.com,MONKEYPOX TREATMENT COM,1,2023-01-30,2023-01-30,False,True,False,True,Drugs
Monmouth Medical Center IRB,MONMOUTH MEDICAL CENTER IRB,1,2015-11-10,2015-11-10,False,True,False,True,Drugs
Montana Compounding Pharmacy PC,MONTANA COMPOUNDING PHARMACY PC,2,2015-12-11,2018-05-09,False,True,False,True,Drugs
Montgomery Fertility Center,MONTGOMERY FERTILITY CENTER,1,2020-05-14,2020-05-14,False,False,True,True,Biologics
Mooncup LTD,MOONCUP,1,2016-05-27,2016-05-27,True,False,False,True,Devices
Moor Instruments Ltd,MOOR INSTRUMENTS,2,2011-09-06,2014-12-18,True,False,False,True,Devices
"Morguetorium, LLC",MORGUETORIUM,1,2016-02-04,2016-02-04,False,True,False,True,Drugs
Morton Drug Company dba Morton LTC,MORTON DRUG MORTON LTC,1,2016-10-26,2016-10-26,False,True,False,True,Drugs
"Morton Grove Pharmaceuticals, Inc.",MORTON GROVE PHARMACEUTICALS,1,2017-02-17,2017-02-17,False,True,False,True,Drugs
Mother Frances Hospital IRB,MOTHER FRANCES HOSPITAL IRB,1,2011-06-13,2011-06-13,True,False,False,True,Devices
Mother Stem Institute,MOTHER STEM INSTITUTE,1,2024-08-20,2024-08-20,False,False,True,True,Biologics
"Moussa C. Mansour, MD",MOUSSA C MANSOUR MD,1,2014-03-18,2014-03-18,True,False,False,True,Devices
Moyeah Store.com,MOYEAH STORE COM,1,2024-08-08,2024-08-08,True,False,False,True,Devices
"Mueller Water Conditioning, Inc",MUELLER WATER CONDITIONING,1,2010-02-24,2010-02-24,True,False,False,True,Devices
Multaler Et Cie S.A.S.,MULTALER ET CIE S A S,1,2024-11-05,2024-11-05,False,True,False,True,Drugs
"Multi-Med, Inc.",MULTI MED,1,2009-10-07,2009-10-07,True,False,False,True,Devices
Multimedical S.R.L.,MULTIMEDICAL S R L,1,2015-02-13,2015-02-13,True,False,False,True,Devices
Mundt & Associates Inc,MUNDT AND ASSOCIATES,1,2010-09-23,2010-09-23,True,False,False,True,Devices
Munroe Regional Medical Center Clinical Laboratory,MUNROE REGIONAL MEDICAL CENTER CLINICAL LABORATORY,1,2010-01-11,2010-01-11,True,False,False,True,Devices
"Musculoskeletal Transplant Foundation, Inc.",MUSCULOSKELETAL TRANSPLANT FOUNDATION,1,2013-04-11,2013-04-11,False,False,True,True,Biologics
Musthavemom.com,MUSTHAVEMOM COM,1,2020-05-26,2020-05-26,False,True,False,True,Drugs
My Natural Treatment,MY NATURAL TREATMENT,1,2022-02-22,2022-02-22,False,True,False,True,Drugs
"MyNicNaxs, Inc.",MYNICNAXS,1,2015-02-20,2015-02-20,False,True,False,True,Drugs
MyStart Health LLC,MYSTART HEALTH,1,2025-09-09,2025-09-09,False,True,False,True,Drugs
Mylan Laboratories Limited,MYLAN LABORATORIES,4,2013-09-09,2024-12-19,False,True,False,True,Drugs
Myotronics-Noromed Inc,MYOTRONICS NOROMED,1,2012-04-09,2012-04-09,True,False,False,True,Devices
Mytilini Enterprises LLC dba Bedford Pharmacy Inc.,MYTILINI ENTERPRISES BEDFORD PHARMACY,1,2016-05-18,2016-05-18,False,True,False,True,Drugs
N-Molecular Inc. d.b.a. SOFIE,N MOLECULAR D B A SOFIE,1,2018-09-24,2018-09-24,False,True,False,True,Drugs
N.Y.S. Psychiatric Institute IRB,N Y S PSYCHIATRIC INSTITUTE IRB,1,2024-03-21,2024-03-21,False,True,False,True,Drugs
"NANHAI MEISHIDA BEAUTY EQUIPMENT CO., LTD",NANHAI MEISHIDA BEAUTY EQUIPMENT,1,2013-03-01,2013-03-01,True,False,False,True,Devices
NARVA Lichtquelle GmbH + Co. KG,NARVA LICHTQUELLE KG,1,2017-02-23,2017-02-23,True,False,False,True,Devices
NATIVE SALTS LLC,NATIVE SALTS,1,2024-02-28,2024-02-28,False,True,False,True,Drugs
NATURA BISSE INTERNATIONAL SA,NATURA BISSE,1,2016-12-15,2016-12-15,False,True,False,True,Drugs
NATURAL ADVENTURE LLC,NATURAL ADVENTURE,1,2021-04-01,2021-04-01,False,True,False,True,Drugs
"NATURE'S FUSIONS, LLC",NATURE S FUSIONS,2,2024-08-14,2025-07-10,False,True,False,True,Drugs; Food/Cosmetics
NAVAFRESH/HANDELNINE GLOBAL,NAVAFRESH HANDELNINE GLOBAL,1,2025-11-17,2025-11-17,False,True,False,True,Drugs
NAVEH PHARMA (1966) LTD,NAVEH PHARMA 1966,1,2026-05-04,2026-05-04,False,True,False,True,Drugs
NCS Pearson,NCS PEARSON,1,2015-08-20,2015-08-20,True,False,False,True,Devices
"NETPRODUCTSTORE INC, DBA Afton Communications",NETPRODUCTSTORE AFTON COMMUNICATIONS,1,2009-09-11,2009-09-11,True,False,False,True,Devices
NEWLANDS CLINICAL TRIALS LTD,NEWLANDS CLINICAL TRIALS,1,2014-05-12,2014-05-12,True,False,False,True,Devices
NEXTL3VEL SERVICES GROUP LLC DBA ThisStuffIsGoodForYou,NEXTL3VEL SERVICES THISSTUFFISGOODFORYOU,1,2020-12-22,2020-12-22,False,True,False,True,Drugs
"NIDEK Co., Ltd.",NIDEK,1,2013-09-24,2013-09-24,True,False,False,True,Devices
"NINGBO HUAHUI MEDICAL INSTRUMENTS CO., LTD.",NINGBO HUAHUI MEDICAL INSTRUMENTS,1,2012-07-16,2012-07-16,True,False,False,True,Devices
"NINGBO LINGGUANG ELECTRIC APPLIANCE CO., LTD.",NINGBO LINGGUANG ELECTRIC APPLIANCE,1,2013-07-01,2013-07-01,True,False,False,True,Devices
NIPRO CANADA CORPORATION,NIPRO CANADA,1,2018-09-21,2018-09-21,True,False,False,True,Devices
NRP Organics Ltd,NRP ORGANICS,1,2020-04-08,2020-04-08,False,True,False,True,Drugs
"NSE Products, Inc.",NSE PRODUCTS,1,2026-03-02,2026-03-02,False,True,False,True,Drugs
NUTRIAIR,NUTRIAIR,1,2021-12-01,2021-12-01,False,True,False,True,Drugs
NUTROVAPE LLC,NUTROVAPE,1,2021-12-01,2021-12-01,False,True,False,True,Drugs
NWL Netherlands Services B.V.,NWL NETHERLANDS SERVICES B V,1,2025-04-01,2025-04-01,False,True,False,True,Drugs
"Namita A. Goyal, M.D.",NAMITA A GOYAL M D,1,2024-10-10,2024-10-10,False,False,True,True,Biologics
Namsa,NAMSA,1,2018-03-23,2018-03-23,True,False,False,True,Devices
Nan San (HK) Pharmaceutical Factory Ltd.,NAN SAN HK PHARMACEUTICAL FACTORY,1,2018-02-23,2018-02-23,False,True,False,True,Drugs
"Nana Barseghian, M.D.",NANA BARSEGHIAN M D,1,2025-04-28,2025-04-28,False,True,False,True,Drugs
Nanjing Maohai Biotech Co.,NANJING MAOHAI BIOTECH,1,2011-08-05,2011-08-05,False,True,False,True,Drugs
NanoEnTek Factory,NANOENTEK FACTORY,1,2015-03-02,2015-03-02,True,False,False,True,Devices
"Nanomateriales, SA de CV",NANOMATERIALES DE CV,2,2021-09-15,2021-09-15,False,True,False,True,Drugs
"Nantong Furuida Packaging Products Co., Ltd.",NANTONG FURUIDA PACKAGING PRODUCTS,1,2023-11-17,2023-11-17,False,True,False,True,Drugs
"Napoli LLC, dba Precision Reproduction LLC",NAPOLI PRECISION REPRODUCTION,1,2011-01-21,2011-01-21,True,False,False,True,Devices
Nartex Laboratorios Homeopaticos S.A. de C.V.,NARTEX LABORATORIOS HOMEOPATICOS S A DE C V,1,2020-11-04,2020-11-04,False,True,False,True,Drugs
"Nasr,Samya M.D.",NASR SAMYA M D,1,2010-01-28,2010-01-28,False,True,False,True,Drugs
National Biological Corp,NATIONAL BIOLOGICAL,1,2017-07-11,2017-07-11,True,False,False,True,Devices
National Chemical Laboratories,NATIONAL CHEMICAL LABORATORIES,1,2023-11-08,2023-11-08,False,True,False,True,Drugs
"National Creative Enterprises, Inc.",NATIONAL CREATIVE ENTERPRISES,1,2011-06-24,2011-06-24,True,False,False,True,Devices
National Therapy Products Inc.,NATIONAL THERAPY PRODUCTS,1,2011-10-11,2011-10-11,True,False,False,True,Devices
"Nationwide Laboratories, LLC",NATIONWIDE LABORATORIES,1,2019-04-05,2019-04-05,False,True,False,True,Drugs
Native Roots Hemp,NATIVE ROOTS HEMP,1,2020-04-06,2020-04-06,False,True,False,True,Drugs
NativeMed,NATIVEMED,1,2026-06-08,2026-06-08,False,True,False,True,Drugs
Natural Beauty Care Pty Ltd,NATURAL BEAUTY CARE PTY,1,2021-06-09,2021-06-09,False,True,False,True,Drugs
"Natural Medical Supply, LLC",NATURAL MEDICAL SUPPLY,1,2011-11-28,2011-11-28,False,True,False,True,Drugs
"Natural Medicine Associates, Inc",NATURAL MEDICINE ASSOCIATES,1,2013-03-12,2013-03-12,False,True,False,True,Drugs
Natural Methods,NATURAL METHODS,1,2010-12-06,2010-12-06,True,False,False,True,Devices
Natural Ophthalmics,NATURAL OPHTHALMICS,1,2023-09-11,2023-09-11,False,True,False,True,Drugs
"Natural Ophthalmics, Inc.",NATURAL OPHTHALMICS,1,2023-09-11,2023-09-11,False,True,False,True,Drugs
"Natural Wellness, LLC",NATURAL WELLNESS,1,2010-10-06,2010-10-06,False,True,False,True,Drugs
Nature'S Gift Inc,NATURE S GIFT,1,2010-02-16,2010-02-16,False,True,False,True,Drugs
Nature's Highway,NATURE S HIGHWAY,1,2022-03-28,2022-03-28,False,True,False,True,Drugs
"Nature's Innovation, Inc.",NATURE S INNOVATION,1,2023-08-18,2023-08-18,False,True,False,True,Drugs
Nature's Pharmacy & Compounding Center,NATURE S PHARMACY AND COMPOUNDING CENTER,1,2014-05-09,2014-05-09,False,True,False,True,Drugs
Natures Pillows,NATURES PILLOWS,1,2024-08-07,2024-08-07,True,False,False,True,Devices
"Natures Rx, LLC",NATURES RX,1,2020-02-24,2020-02-24,False,True,False,True,Drugs
Naturich Cosmetique Labs,NATURICH COSMETIQUE LABS,1,2025-09-25,2025-09-25,False,True,False,True,Drugs
Naturista Store,NATURISTA STORE,1,2025-03-26,2025-03-26,False,True,False,True,Drugs
Naturistas Especializados,NATURISTAS ESPECIALIZADOS,1,2024-08-27,2024-08-27,False,True,False,True,Drugs
Natus Europe GmbH,NATUS EUROPE,1,2013-04-19,2013-04-19,True,False,False,True,Devices
"Natuzen Co., Ltd.",NATUZEN,1,2024-05-03,2024-05-03,False,True,False,True,Drugs
"Navinta, LLC",NAVINTA,1,2016-09-26,2016-09-26,False,True,False,True,Drugs
"Nebion, LLC",NEBION,1,2008-11-17,2008-11-17,True,False,False,True,Devices
Nebraska Medicine at Village Point,NEBRASKA MEDICINE AT VILLAGE POINT,1,2008-10-21,2008-10-21,True,False,False,True,Devices
Nefeteri Wellness,NEFETERI WELLNESS,1,2025-05-30,2025-05-30,False,True,False,True,Drugs
"Neil R. Feins, M.D.",NEIL R FEINS M D,1,2009-05-20,2009-05-20,True,False,False,True,Devices
Neilmed Pharmaceuticals Inc,NEILMED PHARMACEUTICALS,1,2023-05-26,2023-05-26,False,True,False,True,Drugs
"Neitz Instruments Co., Ltd.",NEITZ INSTRUMENTS,1,2023-10-02,2023-10-02,True,False,False,True,Devices
"Nemechek Do Pa, Patrick",NEMECHEK DO PA PATRICK,1,2010-06-28,2010-06-28,False,False,True,True,Biologics
"Nemschoff Chairs, Inc.",NEMSCHOFF CHAIRS,2,2011-07-14,2014-11-07,True,False,False,True,Devices
Nenningers Naturals,NENNINGERS NATURALS,1,2011-12-14,2011-12-14,False,False,True,True,Biologics
Neo Vision Co Ltd,NEO VISION,1,2016-09-14,2016-09-14,True,False,False,True,Devices
Neobiosis LLC,NEOBIOSIS,1,2024-06-05,2024-06-05,False,False,True,True,Biologics
"Neoingenium Labs, SA de CV",NEOINGENIUM LABS DE CV,1,2021-03-31,2021-03-31,False,True,False,True,Drugs
Neomedix Corporation,NEOMEDIX,1,2014-02-26,2014-02-26,True,False,False,True,Devices
"Neoteric Cosmetics, Incorporated",NEOTERIC COSMETICS,1,2022-04-13,2022-04-13,False,True,False,True,Drugs
Neoventa Medical AB,NEOVENTA MEDICAL,1,2010-08-04,2010-08-04,True,False,False,True,Devices
"Nephron SC, LLC",NEPHRON SC,5,2013-09-24,2022-10-21,False,True,False,True,Drugs
"Netcos Co., Ltd.",NETCOS,1,2018-11-01,2018-11-01,False,True,False,True,Drugs
Neubauer Hyperbaric Neurologic Center Inc,NEUBAUER HYPERBARIC NEUROLOGIC CENTER,1,2009-09-11,2009-09-11,True,False,False,True,Devices
"Neuralight HD, LLC",NEURALIGHT HD,1,2016-05-20,2016-05-20,False,True,False,True,Drugs
"NeuroField, Inc.",NEUROFIELD,1,2022-02-28,2022-02-28,True,False,False,True,Devices
"NeuroSync, Inc.",NEUROSYNC,2,2017-07-31,2025-05-09,True,False,False,True,Devices
NeuroTrax Israel Ltd.,NEUROTRAX ISRAEL,1,2012-03-15,2012-03-15,True,False,False,True,Devices
NeuroXPF,NEUROXPF,1,2020-03-31,2020-03-31,False,True,False,True,Drugs
Neurolumen LLC,NEUROLUMEN,1,2014-05-30,2014-05-30,True,False,False,True,Devices
Neuromed Devices Llc,NEUROMED DEVICES,1,2012-10-22,2012-10-22,True,False,False,True,Devices
Neurotherm LLC,NEUROTHERM,1,2012-07-11,2012-07-11,True,False,False,True,Devices
"Neurotris, Inc.",NEUROTRIS,2,2015-11-18,2023-10-26,True,False,False,True,Devices
Neva Global Grup Sanayi Ic Ve Dis Ticaret Anonim Sirketi,NEVA GLOBAL GRUP SANAYI IC VE DIS TICARET ANONIM SIRKETI,1,2025-03-12,2025-03-12,False,True,False,True,Drugs
Nevyas Eye Associates,NEVYAS EYE ASSOCIATES,1,2012-06-05,2012-06-05,True,False,False,True,Devices
New Direction Biosciences LLC,NEW DIRECTION BIOSCIENCES,1,2012-03-13,2012-03-13,False,False,True,True,Biologics
"New Earth Healing Essentials, LLC DBA 5D Full Disclosure",NEW EARTH HEALING ESSENTIALS 5D FULL DISCLOSURE,1,2022-02-01,2022-02-01,False,True,False,True,Drugs
New Era Naturals,NEW ERA NATURALS,1,2019-01-30,2019-01-30,False,True,False,True,Drugs
"New Era Pharmacy, LLC",NEW ERA PHARMACY,1,2017-09-18,2017-09-18,False,True,False,True,Drugs
